Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
5,155,MIL,,Ryan Birchard,P,20,L / R,"JC
                    
                    
                    Niagara County JC (NY)","$392,700","$322,500","$70,200"
5,156,TB,,Trevor Harrison,P,17,R / R,"HS
                    
                    
                    Mitchell HS (FL)","$388,900","$847,500","-$458,600"
5,157,TOR,,Connor O'Halloran,P,20,R / L,"CO
                    
                    
                    Michigan","$385,000","$337,500","$47,500"
5,158,STL,,Zach Levenson,OF,21,R / R,"CO
                    
                    
                    Miami (FL)","$381,300","$381,300",
5,159,NYM,,Zach Thornton,P,21,L / L,"CO
                    
                    
                    Grand Canyon (AZ)","$378,000","$350,000","$28,000"
5,160,SEA,,Brock Rodden,2B,23,S / R,"CO
                    
                    
                    Wichita State (KS)","$374,400","$200,000","$174,400"
5,161,CLE,,Christian Knapczyk,SS,21,L / R,"CO
                    
                    
                    Louisville","$371,000","$385,000","-$14,000"
5,162,ATL,,Isaiah Drake,OF,18,L / R,"HS
                    
                    
                    North Atlanta HS (GA)","$367,500","$747,500","-$380,000"
5,163,LAD,,Joe Vetrano,1B,21,L / L,"CO
                    
                    
                    Boston College (MA)","$364,400","$397,500","-$33,100"
5,164,HOU,,Chase Jaworsky,SS,18,L / R,"HS
                    
                    
                    Rock Canyon HS (CO)","$360,800","$847,500","-$486,700"
5,,SD,,Forfeit,,-2,/,,-,-,
5,,PHI,,Forfeit,,-2,/,,-,-,
5,,NYY,,Forfeit,,-2,/,,-,-,
6,165,WSH,,Gavin Dugas,2B,23,R / R,"CO
                    
                    
                    Louisiana State","$357,500","$20,000","$337,500"
6,166,OAK,,Jonah Cox,OF,21,R / R,"CO
                    
                    
                    Oral Roberts (OK)","$354,500","$300,000","$54,500"
6,167,PIT,,Hunter Furtado,P,21,R / L,"CO
                    
                    
                    Alabama","$351,400","$348,900","$2,500"
6,168,CIN,,Ethan O'Donnell,OF,21,L / R,"CO
                    
                    
                    Virginia","$348,400","$307,500","$40,900"
6,169,KC,,Coleman Picard,P,21,R / R,"CO
                    
                    
                    Bryant (RI)","$345,500","$343,000","$2,500"
6,170,DET,,Bennett Lee,C,21,R / R,"CO
                    
                    
                    Wake Forest (NC)","$342,400","$297,500","$44,900"
6,171,TEX,,Caden Scarborough,P,18,R / R,"HS
                    
                    
                    Harmony HS (FL)","$339,400","$515,000","-$175,600"
6,172,COL,,Cade Denton,P,21,R / R,"CO
                    
                    
                    Oral Roberts (OK)","$336,700","$500,000","-$163,300"
6,173,MIA,,Jake DeLeo,OF,22,R / R,"CO
                    
                    
                    Georgia Tech","$333,900","$300,000","$33,900"
6,174,LAA,,Camden Minacci,P,21,R / R,"CO
                    
                    
                    Wake Forest (NC)","$331,000","$328,500","$2,500"
6,175,ARI,,Philip Abner,P,21,L / L,"CO
                    
                    
                    Florida","$328,300","$300,000","$28,300"
6,176,CHC,,Alfonsin Rosario,OF,19,R / R,"HS
                    
                    
                    P27 Academy (SC)","$325,600","$325,600",
6,177,MIN,,Jay Harry,SS,21,L / R,"CO
                    
                    
                    Pennsylvania State","$322,900","$175,000","$147,900"
6,178,BOS,,CJ Weins,P,22,R / R,"CO
                    
                    
                    Western Kentucky","$320,200","$50,000","$270,200"
6,179,CHW,,Lucas Gordon,P,21,L / L,"CO
                    
                    
                    Texas","$317,400","$300,000","$17,400"
6,180,SF,,Luke Shliger,C,21,L / R,"CO
                    
                    
                    Maryland","$314,800","$272,500","$42,300"
6,181,BAL,,Jacob Cravey,P,21,L / R,"CO
                    
                    
                    Samford (AL)","$312,300","$300,000","$12,300"
6,182,MIL,,Cooper Pratt,SS,18,R / R,"HS
                    
                    
                    Magnolia Heights HS (MS)","$309,900","$1,350,000","-$1,040,100"
6,183,TB,,T.J. Nichols,P,21,R / R,"CO
                    
                    
                    Arizona","$307,300","$304,800","$2,500"
6,184,TOR,,Jace Bohrofen,OF,21,L / R,"CO
                    
                    
                    Arkansas","$304,700","$302,200","$2,500"
6,185,STL,,Jason Savacool,P,21,R / R,"CO
                    
                    
                    Maryland","$302,300","$302,300",
6,186,NYM,,Jack Wenninger,P,21,L / R,"CO
                    
                    
                    Illinois","$299,800","$225,000","$74,800"
6,187,SEA,,Brody Hopkins,P,21,R / R,"CO
                    
                    
                    Winthrop (SC)","$297,400","$225,000","$72,400"
6,188,CLE,,Tommy Hawke,OF,21,L / R,"CO
                    
                    
                    Wake Forest (NC)","$295,000","$295,000",
6,189,ATL,,Lucas Braun,P,21,R / R,"CO
                    
                    
                    California State-Northridge","$292,700","$347,500","-$54,800"
6,190,LAD,,Bryan Gonzalez,SS,18,R / R,"HS
                    
                    
                    Carlos Beltran Baseball Academy (PR...","$290,100","$397,500","-$107,400"
6,191,SD,,Jay Beshears,2B,21,R / R,"CO
                    
                    
                    Duke","$287,700","$250,000","$37,700"
6,192,NYY,,Cade Smith,P,21,L / R,"CO
                    
                    
                    Mississippi State","$285,400","$282,900","$2,500"
6,193,PHI,,George Klassen,P,21,R / R,"CO
                    
                    
                    Minnesota","$282,900","$297,500","-$14,600"
6,194,HOU,,Ethan Pecko,P,20,R / R,"CO
                    
                    
                    Towson (MD)","$280,700","$247,500","$33,200"
7,195,WSH,,Ryan Snell,C,23,R / R,"CO
                    
                    
                    Lamar (TX)","$278,400","$20,000","$258,400"
7,196,OAK,,Nate Nankil,OF,20,R / R,"CO
                    
                    
                    California State-Fullerton","$276,100","$300,000","-$23,900"
7,197,PIT,,Jaden Woods,P,21,L / L,"CO
                    
                    
                    Georgia","$273,800","$271,300","$2,500"
7,198,CIN,,Dominic Pitelli,SS,21,L / R,"CO
                    
                    
                    Miami (FL)","$271,600","$222,500","$49,100"
7,199,KC,,Trevor Werner,INF,22,R / R,"CO
                    
                    
                    Texas A&M","$269,200","$350,000","-$80,800"
7,200,DET,,John Peck,SS,21,R / R,"CO
                    
                    
                    Pepperdine","$267,000","$222,500","$44,500"
7,201,TEX,,Izack Tiger,P,22,R / R,"JC
                    
                    
                    Butler JC (KS)","$265,500","$180,000","$85,500"
7,202,COL,,Seth Halvorsen,P,23,R / R,"CO
                    
                    
                    Tennessee","$263,200","$200,000","$63,200"
7,203,MIA,,Justin Storm,P,21,R / L,"CO
                    
                    
                    Southern Mississippi","$261,000","$241,000","$20,000"
7,204,LAA,,Cole Fontenelle,3B,21,S / R,"CO
                    
                    
                    Texas Christian","$258,900","$256,400","$2,500"
7,205,ARI,,Ryan Bruno,P,21,L / L,"CO
                    
                    
                    Stanford (CA)","$256,700","$140,000","$116,700"
7,206,CHC,,Yahil Melendez,SS,17,L / R,"HS
                    
                    
                    B You Academy (PR)","$254,500","$400,000","-$145,500"
7,207,MIN,,Nolan Santos,P,22,R / R,"CO
                    
                    
                    Bethune-Cookman (FL)","$252,500","$75,000","$177,500"
7,208,BOS,,Caden Rose,OF,21,R / R,"CO
                    
                    
                    Alabama","$250,300","$150,000","$100,300"
