Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
3,93,BAL,,RJ Austin,OF,21,R,"CO
                    
                    
                    Vanderbilt (TN)","$826,400","$823,900","$2,500"
3,94,MIL,,Jacob Morrison,P,21,R,"CO
                    
                    
                    Coastal Carolina (SC)","$813,600","$697,500","$116,100"
3,95,HOU,,Ethan Frey,OF,21,R,"CO
                    
                    
                    Louisiana State","$803,900","$997,500","-$193,600"
3,96,ATL,,Cody Miller,SS,21,R,"CO
                    
                    
                    East Tennessee State","$796,000","$297,500","$498,500"
3,97,KC,,Cameron Millar,P,18,R,"HS
                    
                    
                    Alhambra HS (CA)","$788,500","$1,497,500","-$709,000"
3,98,DET,,Ben Jacobs,P,21,L,"CO
                    
                    
                    Arizona State","$780,600","$722,500","$58,100"
3,99,SD,,Ryan Wideman,OF,21,R,"CO
                    
                    
                    Western Kentucky","$773,100","$650,000","$123,100"
3,100,PHI,,Cody Bowker,P,21,R,"CO
                    
                    
                    Vanderbilt (TN)","$765,400","$700,000","$65,400"
3,101,CLE,,Nolan Schubart,OF,21,L,"CO
                    
                    
                    Oklahoma State","$759,400","$730,000","$29,400"
3,102,NYM,,Antonio Jimenez,SS,21,R,"CO
                    
                    
                    Central Florida","$752,000","$564,000","$188,000"
3,103,NYY,,Kaeden Kent,SS,21,L,"CO
                    
                    
                    Texas A&M","$744,400","$741,900","$2,500"
3,104,LAD,,Landyn Vidourek,OF,21,L,"CO
                    
                    
                    Cincinnati (OH)","$737,000","$552,750","$184,250"
3,105,LAA,Comp.,Nate Snead,P,21,R,"CO
                    
                    
                    Tennessee","$729,600","$597,500","$132,100"
4,106,CHW,,Landon Hodge,C,18,L,"HS
                    
                    
                    Crespi Carmelite HS (CA)","$722,600","$1,097,500","-$374,900"
4,107,COL,,Riley Kelly,P,21,R,"CO
                    
                    
                    California-Irvine","$715,400","$700,000","$15,400"
4,108,MIA,,Drew Faurot,SS,21,S,"CO
                    
                    
                    Florida State","$708,300","$531,225","$177,075"
4,109,LAA,,Jake Munroe,3B,21,R,"CO
                    
                    
                    Louisville (KY)","$701,300","$597,500","$103,800"
4,110,ATH,,Gavin Turley,OF,21,R,"CO
                    
                    
                    Oregon State","$694,600","$600,000","$94,600"
4,111,WSH,,Miguel Sime,P,18,R,"HS
                    
                    
                    Poly Prep HS (NY)","$687,800","$2,000,000","-$1,312,200"
4,112,TOR,,Micah Bucknam,P,21,R,"CO
                    
                    
                    Dallas Baptist (TX)","$680,800","$678,300","$2,500"
4,113,PIT,,Gustavo Melendez,SS,17,L,"HS
                    
                    
                    La Merced (PR)","$674,300","$671,800","$2,500"
4,114,CIN,,Mason Neville,OF,21,L,"CO
                    
                    
                    Oregon","$667,700","$697,500","-$29,800"
4,115,TEX,,Mason McConnaughey,P,21,R,"CO
                    
                    
                    Nebraska","$661,100","$495,825","$165,275"
4,116,SF,,Lorenzo Meola,SS,21,R,"CO
                    
                    
                    Stetson (FL)","$654,700","$652,200","$2,500"
4,117,TB,,Dominic Fritton,P,22,L,"CO
                    
                    
                    North Carolina State","$648,400","$497,500","$150,900"
4,118,BOS,,Mason White,SS,21,L,"CO
                    
                    
                    Arizona","$642,200","$642,200",
4,119,MIN,,Jason Reitz,P,21,R,"CO
                    
                    
                    Oregon","$635,700","$633,200","$2,500"
4,120,STL,,Cade Crossland,P,21,L,"CO
                    
                    
                    Oklahoma","$629,500","$729,500","-$100,000"
4,121,CHC,,Kaleb Wing,P,18,R,"HS
                    
                    
                    Scotts Valley HS (CA)","$623,300","$1,500,000","-$876,700"
4,122,SEA,,Mason Peters,P,21,L,"CO
                    
                    
                    Dallas Baptist (TX)","$617,200","$550,000","$67,200"
4,123,ARI,,Dean Livingston,P,18,R,"HS
                    
                    
                    Hebron Christian Academy (GA)","$611,300","$1,000,000","-$388,700"
4,124,BAL,,Colin Yeaman,SS,21,R,"CO
                    
                    
                    California-Irvine","$605,300","$602,800","$2,500"
4,125,MIL,,Josh Flores,P,18,R,"HS
                    
                    
                    Lake Central HS (IN)","$599,600","$722,500","-$122,900"
4,126,HOU,,Nick Monistere,INF,21,R,"CO
                    
                    
                    Southern Mississippi","$594,500","$397,500","$197,000"
4,127,ATL,,Briggs McKenzie,P,18,L,"HS
                    
                    
                    Corinth Holders HS (NC)","$588,900","$2,997,500","-$2,408,600"
4,128,KC,,Nolan Sailors,OF,22,L,"CO
                    
                    
                    Creighton (NE)","$582,900","$147,500","$435,400"
4,129,DET,,Caleb Leys,P,22,L,"CO
                    
                    
                    Maine","$577,400","$574,900","$2,500"
4,130,SD,,Michael Salina,P,21,R,"CO
                    
                    
                    St. Bonaventure (NY)","$571,500","$571,500",
4,131,PHI,,Sean Youngerman,P,21,R,"CO
                    
                    
                    Oklahoma State","$567,000","$564,500","$2,500"
4,132,CLE,,Luke Hill,3B,21,R,"CO
                    
                    
                    Mississippi","$561,400","$722,600","-$161,200"
4,133,NYM,,Peter Kussow,P,18,R,"HS
                    
                    
                    Arrowhead Union HS (WI)","$555,800","$897,500","-$341,700"
4,134,NYY,,Pico Kohn,P,22,L,"CO
                    
                    
                    Mississippi State","$550,300","$547,800","$2,500"
4,135,LAD,,Aidan West,SS,18,L,"HS
                    
                    
                    Long Reach HS (MD)","$544,900","$1,272,500","-$727,600"
4,136,ATL,Comp.,Dixon Williams,2B,21,L,"CO
                    
                    
                    East Carolina (NC)","$539,700","$497,500","$42,200"
5,137,CHW,,Gabe Davis,P,21,R,"CO
                    
                    
                    Oklahoma State","$534,400","$587,500","-$53,100"
5,138,COL,,Cameron Nelson,OF,21,L,"CO
                    
                    
                    Wake Forest (NC)","$529,100","$600,000","-$70,900"
5,139,MIA,,Chris Arroyo,1B,20,L,"CO
                    
                    
                    Virginia","$523,900","$521,400","$2,500"
5,140,LAA,,CJ Gray,P,18,R,"HS
                    
                    
                    Brown HS (NC)","$519,100","$1,247,500","-$728,400"
5,141,ATH,,Zane Taylor,P,23,R,"CO
                    
                    
                    North Carolina-Wilmington","$513,900","$513,900",
5,142,WSH,,Coy James,SS,18,R,"HS
                    
                    
                    Davie HS (NC)","$508,900","$2,500,000","-$1,991,100"
5,143,TOR,,Tim Piasentin,3B,18,L,"HS
                    
                    
                    Foothills Composite HS (AB)","$503,800","$747,500","-$243,700"
5,144,PIT,,Adonys Guzman,C,21,R,"CO
                    
                    
                    Arizona","$499,000","$496,500","$2,500"
5,145,CIN,,Eli Pitts,OF,18,R,"HS
                    
                    
                    North Atlanta HS (GA)","$493,900","$572,500","-$78,600"
5,146,TEX,,Ben Abeldt,P,21,L,"CO
                    
                    
                    Texas Christian","$489,200","$450,000","$39,200"
5,147,TB,,James Quinn-Irons,OF,22,R,"CO
                    
                    
                    George Mason (VA)","$484,400","$481,900","$2,500"
5,148,BOS,,Christian Foutch,P,21,R,"CO
                    
                    
                    Arkansas","$479,800","$400,000","$79,800"
5,149,MIN,,Matt Barr,P,19,R,"JC
                    
                    
                    Niagara County JC (NY)","$475,000","$762,500","-$287,500"
5,150,STL,,Ethan Young,P,21,R,"CO
                    
                    
                    East Carolina (NC)","$470,100","$630,000","-$159,900"
5,151,CHC,,Kade Snell,OF,23,L,"CO
                    
                    
                    Alabama","$465,400","$200,000","$265,400"
5,152,SEA,,Korbyn Dickerson,OF,21,R,"CO
                    
                    
                    Indiana","$461,100","$461,100",
5,153,ARI,,Nathan Hall,OF,21,R,"CO
                    
                    
                    South Carolina","$456,400","$456,400",
5,154,BAL,,Jaiden Lo Re,SS,18,R,"HS
                    
                    
                    Corona Del Sol HS (AZ)","$452,000","$562,500","-$110,500"
5,155,MIL,,Sean Episcope,P,21,R,"CO
                    
                    
                    Princeton (NJ)","$447,400","$335,550","$111,850"
5,156,HOU,,Nick Potter,P,21,R,"CO
                    
                    
                    Wichita State (KS)","$443,100","$336,600","$106,500"
5,157,ATL,,Conor Essenburg,OF,18,R,"HS
                    
                    
                    Lincoln-Way West HS (IL)","$438,600","$1,197,500","-$758,900"
5,158,KC,,Aiden Jimenez,P,21,R,"CO
                    
                    
                    Arkansas","$434,400","$431,900","$2,500"
5,159,DET,,Ryan Hall,P,18,R,"HS
                    
                    
                    North Gwinnett HS (GA)","$430,600","$997,500","-$566,900"
5,160,SD,,Ty Harvey,C,19,R,"HS
                    
                    
                    Inspiration Academy (FL)","$426,600","$1,500,000","-$1,073,400"
5,161,PHI,,Gabe Craig,P,24,R,"CO
                    
                    
                    Baylor (TX)","$422,700","$197,500","$225,200"
5,162,CLE,,Riley Nelson,1B,21,L,"CO
                    
                    
                    Vanderbilt (TN)","$418,700","$350,000","$68,700"
5,163,NYM,,Peyton Prescott,P,21,R,"CO
                    
                    
                    Florida State","$415,100","$197,500","$217,600"
5,164,NYY,,Core Jackson,SS,21,L,"CO
                    
                    
                    Utah","$411,100","$147,500","$263,600"
5,165,LAD,,Davion Hickson,P,21,R,"CO
                    
                    
                    Rice (TX)","$407,300","$404,800","$2,500"
6,166,CHW,,Colby Shelton,3B,22,L,"CO
                    
                    
                    Florida","$403,900","$447,500","-$43,600"
6,167,COL,,Matt Klein,C,21,L,"CO
                    
                    
                    Louisville (KY)","$400,400","$425,000","-$24,600"
6,168,MIA,,Joey Volini,P,22,L,"CO
                    
                    
                    Florida State","$397,000","$297,750","$99,250"
6,169,LAA,,Luke Lacourse,P,18,R,"HS
                    
                    
                    Bay City Western HS (MI)","$393,700","$512,500","-$118,800"
6,170,ATH,,Grant Richardson,P,21,L,"CO
                    
                    
                    Grand Canyon (AZ)","$390,100","$400,000","-$9,900"
6,171,WSH,,Boston Smith,C,22,L,"CO
                    
                    
                    Wright State (OH)","$386,700","$50,000","$336,700"
6,172,TOR,,Eric Snow,SS,21,R,"CO
                    
                    
                    Auburn (AL)","$383,600","$381,100","$2,500"
6,173,PIT,,Jack Anker,P,21,R,"CO
                    
                    
                    California State-Fresno","$380,500","$347,500","$33,000"
6,174,CIN,,Braden Osbolt,P,20,R,"CO
                    
                    
                    Kennesaw State (GA)","$377,100","$297,500","$79,600"
6,175,TEX,,Jack Wheeler,3B,19,R,"HS
                    
                    
                    Morris HS (IL)","$374,100","$525,000","-$150,900"
6,176,SF,,Jordan Gottesman,P,22,L,"CO
                    
                    
                    Northeastern (MA)","$371,000","$197,500","$173,500"
6,177,TB,,Aidan Haugh,P,22,R,"CO
                    
                    
                    North Carolina","$367,900","$157,500","$210,400"
6,178,BOS,,Leighton Finley,P,21,R,"CO
                    
                    
                    Georgia","$364,800","$364,800",
6,179,MIN,,Bruin Agbayani,SS,18,L,"HS
                    
                    
                    St. Louis HS (HI)","$361,600","$380,600","-$19,000"
6,180,STL,,Matthew Miura,OF,21,R,"CO
                    
                    
                    Hawaii","$358,700","$358,700",
6,181,CHC,,Josiah Hartshorn,OF,18,S,"HS
                    
                    
                    Orange Lutheran HS (CA)","$355,800","$2,000,000","-$1,644,200"
6,182,SEA,,Lucas Kelly,P,22,R,"CO
                    
                    
                    Arizona State","$353,100","$325,000","$28,100"
6,183,ARI,,Sawyer Hawks,P,22,R,"CO
                    
                    
                    Vanderbilt (TN)","$350,200","$250,000","$100,200"
6,184,BAL,,Caden Hunter,P,21,L,"CO
                    
                    
                    Southern California","$347,100","$344,600","$2,500"
6,185,MIL,,Daniel Dickinson,2B,21,R,"CO
                    
                    
                    Louisiana State","$344,400","$325,000","$19,400"
6,186,HOU,,Gabel Pentecost,P,22,R,"CO
                    
                    
                    Taylor (IN)","$341,600","$297,500","$44,100"
6,187,ATL,,Landon Beidelschies,P,21,L,"CO
                    
                    
                    Arkansas","$338,900","$297,500","$41,400"
6,188,KC,,Tyriqu Kemp,SS,22,L,"CO
                    
                    
                    Baylor (TX)","$336,100","$147,500","$188,600"
6,189,DET,,Grayson Grinsell,P,21,L,"CO
                    
                    
                    Oregon","$333,500","$297,500","$36,000"
6,190,SD,,Jaxon Dalena,P,23,R,"CO
                    
                    
                    Shippensburg (PA)","$330,600","$10,000","$320,600"
6,191,PHI,,James Tallon,P,21,L,"CO
                    
                    
                    Duke (NC)","$327,800","$325,300","$2,500"
6,192,CLE,,Nelson Keljo,P,21,L,"CO
                    
                    
                    Oregon State","$325,100","$325,100",
6,193,NYM,,Nathan Hall,P,21,R,"CO
                    
                    
                    Central Missouri","$322,300","$297,500","$24,800"
6,194,NYY,,Rory Fox,P,21,R,"CO
                    
                    
                    Notre Dame (IN)","$319,800","$411,100","-$91,300"
6,195,LAD,,Mason Ligenza,OF,18,L,"HS
                    
                    
                    Tamaqua Area HS (PA)","$317,200",Unsigned,
7,196,CHW,,Anthony DePino,3B,22,R,"CO
                    
                    
                    Rhode Island","$314,500","$147,500","$167,000"
7,197,COL,,Antoine Jean,P,23,L,"CO
                    
                    
                    Houston (TX)","$311,900","$200,000","$111,900"
7,198,MIA,,Jake Clemente,P,21,R,"CO
                    
                    
                    Florida","$309,400","$500,000","-$190,600"
7,199,LAA,,Lucas Mahlstedt,P,22,R,"CO
                    
                    
                    Clemson (SC)","$306,700","$47,500","$259,200"
7,200,ATH,,Logan Sauve,C,22,R,"CO
                    
                    
                    West Virginia","$304,200","$304,200",
7,201,WSH,,Julian Tonghini,P,23,R,"CO
                    
                    
                    Arizona","$302,500","$10,000","$292,500"
7,202,TOR,,Dylan Watts,P,21,R,"CO
                    
                    
                    Auburn (AL)","$299,900","$197,500","$102,400"
7,203,PIT,,Brent Iredale,3B,22,R,"CO
                    
                    
                    Arkansas","$297,400","$294,900","$2,500"
7,204,CIN,,Justin Henschel,P,21,R,"CO
                    
                    
                    Florida Gulf Coast","$295,000","$222,500","$72,500"
7,205,TEX,,Paxton Kling,OF,22,R,"CO
                    
                    
                    Pennsylvania State","$292,400","$375,000","-$82,600"
7,206,SF,,Cam Maldonado,OF,21,R,"CO
                    
                    
                    Northeastern (MA)","$289,900","$287,400","$2,500"
7,207,TB,,Jacob Kuhn,P,21,R,"JC
                    
                    
                    Midland JC (TX)","$287,700","$262,500","$25,200"
7,208,BOS,,Myles Patton,P,21,L,"CO
                    
                    
                    Texas A&M","$285,200","$285,200",
7,209,MIN,,Jacob McCombs,OF,21,L,"CO
                    
                    
                    California-Irvine","$282,900","$280,400","$2,500"
7,210,STL,,Payton Graham,P,21,R,"CO
                    
                    
                    Gonzaga (WA)","$280,800","$280,800",
7,211,CHC,,Pierce Coppola,P,22,L,"CO
                    
                    
                    Florida","$278,500","$278,500",
7,212,SEA,,Colton Shaw,P,22,R,"CO
                    
                    
                    Yale (CT)","$276,200","$100,000","$176,200"
7,213,ARI,,Joe Ariola,P,21,L,"CO
                    
                    
                    Wake Forest (NC)","$274,100","$250,000","$24,100"
7,214,BAL,,Hunter Allen,P,22,R,"CO
                    
                    
                    Ashland (OH)","$272,000","$147,500","$124,500"
7,215,MIL,,Josiah Ragsdale,OF,21,L,"CO
                    
                    
                    Boston College","$269,700","$237,500","$32,200"
7,216,HOU,,Jase Mitchell,C,18,L,"HS
                    
                    
                    Cape Henlopen HS (DE)","$267,700","$797,500","-$529,800"
7,217,ATL,,Zach Royse,P,21,R,"CO
                    
                    
                    Texas-San Antonio","$265,400","$197,500","$67,900"
7,218,KC,,Bryson Dudley,P,21,R,"CO
                    
                    
                    Texas State","$263,500","$261,000","$2,500"
