Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
1,27,WSH,,Mason Denaburg,P,18,/,"HS
                    
                    
                    Merritt Island HS (FL)","$2,472,700","$3,000,000","-$527,300"
1,28,HOU,,Seth Beer,OF,21,L / R,"CO
                    
                    
                    Clemson (SC)","$2,399,400","$2,250,000","$149,400"
1,29,CLE,,Bo Naylor,C,18,L / R,"HS
                    
                    
                    St. Joan of Arc Catholic SS (ON)","$2,332,700","$2,578,138","-$245,438"
1,30,LAD,,J.T. Ginn,P,19,/,"HS
                    
                    
                    Brandon HS (MS)","$2,275,800",Unsigned,
1,31,TB,Comp.,Shane McClanahan,P,21,L / L,"CO
                    
                    
                    South Florida","$2,224,400","$2,230,100","-$5,700"
1,32,TB,Comp.,Nick Schnell,OF,18,/,"HS
                    
                    
                    Roncalli HS (IN)","$2,171,700","$2,297,500","-$125,800"
1,33,KC,Comp.,Jackson Kowar,P,21,R / R,"CO
                    
                    
                    Florida","$2,118,700","$2,147,500","-$28,800"
1,34,KC,Comp.,Daniel Lynch,P,21,L / L,"CO
                    
                    
                    Virginia","$2,066,700","$1,697,500","$369,200"
1,35,CLE,Comp.,Ethan Hankins,P,18,R / R,"HS
                    
                    
                    Forsyth Central HS (GA)","$2,016,400","$2,246,022","-$229,622"
1,36,PIT,Comp. Bal.,Gunnar Hoglund,P,18,/,"HS
                    
                    
                    Fivay HS (FL)","$1,967,900",Unsigned,
1,37,BAL,Comp. Bal.,Cadyn Grenier,SS,21,/,"CO
                    
                    
                    Oregon State","$1,923,500","$1,800,000","$123,500"
1,38,SD,Comp. Bal.,Xavier Edwards,SS,18,/,"HS
                    
                    
                    North Broward Prep HS (FL)","$1,878,300","$2,600,000","-$721,700"
1,39,ARI,Comp. Bal.,Jake McCarthy,OF,20,L / L,"CO
                    
                    
                    Virginia","$1,834,500","$1,650,000","$184,500"
1,40,KC,Comp. Bal.,Kris Bubic,SP,20,L / L,"CO
                    
                    
                    Stanford (CA)","$1,786,300","$1,597,500","$188,800"
1,41,CLE,Comp. Bal.,Lenny Torres,P,17,R / R,"HS
                    
                    
                    Beacon HS (NY)","$1,744,800","$1,350,000","$394,800"
1,42,COL,Comp. Bal.,Grant Lavigne,1B,18,/,"HS
                    
                    
                    Bedford HS (NH)","$1,704,000","$2,000,000","-$296,000"
1,43,STL,Comp. Bal.,Griffin Roberts,P,22,/,"CO
                    
                    
                    Wake Forest (NC)","$1,664,200","$1,664,200",
2,44,DET,,Parker Meadows,OF,18,/,"HS
                    
                    
                    Grayson HS (GA)","$1,625,500","$2,500,000","-$874,500"
2,45,SF,,Sean Hjelle,P,21,R / R,"CO
                    
                    
                    Kentucky","$1,587,600","$1,500,000","$87,600"
2,46,CHW,,Steele Walker,OF,21,L / L,"CO
                    
                    
                    Oklahoma","$1,556,100","$2,000,000","-$443,900"
2,47,CIN,,Lyon Richardson,P,18,/,"HS
                    
                    
                    Jensen Beach HS (FL)","$1,520,300","$1,997,500","-$477,200"
2,48,NYM,,Simeon Woods-Richardson,P,17,/,"HS
                    
                    
                    Kempner HS (TX)","$1,485,100","$1,850,000","-$364,900"
2,49,ATL,,Greyson Jenista,1B,21,/,"CO
                    
                    
                    Wichita State (KS)","$1,450,500","$1,200,000","$250,500"
2,50,OAK,,Jameson Hannah,OF,20,/,"CO
                    
                    
                    Dallas Baptist (TX)","$1,414,200","$1,800,000","-$385,800"
2,51,PIT,,Braxton Ashcraft,P,18,/,"HS
                    
                    
                    Robinson HS (TX)","$1,382,400","$1,825,000","-$442,600"
2,52,TOR,,Griffin Conine,OF,21,/,"CO
                    
                    
                    Duke (NC)","$1,350,000","$1,350,000",
2,53,MIA,,Osiris Johnson,SS,17,/,"HS
                    
                    
                    Encinal HS (CA)","$1,318,500","$1,318,500",
2,54,SEA,,Josh Stowers,OF,21,/,"CO
                    
                    
                    Louisville (KY)","$1,287,800","$1,100,000","$187,800"
2,55,TEX,,Owen White,P,18,/,"HS
                    
                    
                    Jesse Carson HS (NC)","$1,257,500","$1,250,000","$7,500"
2,56,TB,,Tyler Frank,SS,21,/,"CO
                    
                    
                    Florida Atlantic","$1,228,000","$997,500","$230,500"
2,57,LAA,,Jeremiah Jackson,SS,18,R / R,"HS
                    
                    
                    St. Luke's Episcopal School (AL)","$1,196,500","$1,194,000","$2,500"
2,58,KC,,Jonathan Bowlan,P,21,R / R,"CO
                    
                    
                    Memphis (TN)","$1,168,300","$697,500","$470,800"
2,59,MIN,,Ryan Jeffers,C,21,R / R,"CO
                    
                    
                    North Carolina Wilmington","$1,140,600","$800,000","$340,600"
2,60,MIL,,Joe Gray Jr.,OF,18,/,"HS
                    
                    
                    Hattiesburg HS (MS)","$1,113,500","$1,113,500",
2,61,NYY,,Josh Breaux,C,20,/,"JC
                    
                    
                    McLennan JC (TX)","$1,086,900","$1,497,500","-$410,600"
2,62,CHC,,Brennen Davis,OF,18,R / R,"HS
                    
                    
                    Basha HS (AZ)","$1,060,900","$1,100,000","-$39,100"
2,63,ARI,,Alek Thomas,OF,18,L / L,"HS
                    
                    
                    Mt. Carmel HS (IL)","$1,035,500","$1,200,000","-$164,500"
2,64,BOS,,Nick Decker,OF,18,/,"HS
                    
                    
                    Seneca HS (NJ)","$1,010,500","$1,250,000","-$239,500"
2,65,WSH,,Tim Cate,P,20,L / L,"CO
                    
                    
                    Connecticut","$986,200","$986,200",
2,66,HOU,,Jayson Schroeder,P,18,/,"HS
                    
                    
                    Juanita HS (WA)","$965,300","$1,250,000","-$284,700"
2,67,CLE,,Nick Sandlin,P,21,R / R,"CO
                    
                    
                    Southern Mississippi","$939,700","$750,000","$189,700"
2,68,LAD,,Michael Grove,P,21,R / R,"CO
                    
                    
                    West Virginia","$917,000","$1,229,500","-$312,500"
2,69,MIA,Comp. Bal.,Will Banfield,C,18,R / R,"HS
                    
                    
                    Brookwood HS (GA)","$894,600","$1,800,000","-$905,400"
2,70,OAK,Comp. Bal.,Jeremy Eierman,SS,21,/,"CO
                    
                    
                    Missouri State","$872,400","$1,232,000","-$359,600"
2,71,TB,Comp. Bal.,Tanner Dodson,P,21,S / R,"CO
                    
                    
                    California-Berkeley","$850,700","$772,500","$78,200"
2,72,CIN,Comp. Bal.,Josiah Gray,P,20,R / R,"CO
                    
                    
                    Le Moyne","$837,700","$772,500","$65,200"
2,73,MIL,Comp. Bal.,Micah Bello,OF,17,/,"HS
                    
                    
                    Hilo HS (HI)","$824,900","$550,000","$274,900"
2,74,SD,Comp. Bal.,Grant Little,OF,21,/,"CO
                    
                    
                    Texas Tech","$812,200","$800,000","$12,200"
2,75,STL,Comp.,Luken Baker,1B,21,/,"CO
                    
                    
                    Texas Christian","$799,600","$800,000",-$400
2,76,COL,Comp.,Mitchell Kilkenny,P,21,R / R,"CO
                    
                    
                    Texas A&M","$787,200","$550,000","$237,200"
2,77,CHC,Comp.,Cole Roederer,OF,18,/,"HS
                    
                    
                    Hart HS (CA)","$775,100","$1,200,000","-$424,900"
2,78,CHC,Comp.,Paul Richan,P,21,/,"CO
                    
                    
                    San Diego (CA)","$762,900","$450,000","$312,900"
3,79,DET,,Kody Clemens,2B,22,L / R,"CO
                    
                    
                    Texas","$750,800","$600,000","$150,800"
3,80,SF,,Jake Wong,P,21,/,"CO
                    
                    
                    Grand Canyon University","$738,700","$850,000","-$111,300"
3,81,CHW,,Konnor Pilkington,P,20,L / L,"CO
                    
                    
                    Mississippi State","$726,700","$650,000","$76,700"
3,82,CIN,,Brenden Spillane,OF,21,/,"CO
                    
                    
                    Illinois","$716,000","$597,500","$118,500"
3,83,NYM,,Carlos Cortes,2B,21,L /,"CO
                    
                    
                    South Carolina","$705,300","$1,038,000","-$332,700"
3,84,SD,,Owen Miller,SS,21,R / R,"CO
                    
                    
                    Illinois State","$694,500","$500,000","$194,500"
3,85,OAK,,Hogan Harris,P,21,/,"CO
                    
                    
                    Louisiana-Lafayette","$683,800","$660,000","$23,800"
3,86,PIT,,Connor Kaiser,SS,21,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$673,200","$625,000","$48,200"
3,87,BAL,,Blaine Knight,P,22,R / R,"CO
                    
                    
                    Arkansas","$663,200","$1,100,000","-$436,800"
3,88,TOR,,Adam Kloffenstein,P,17,R / R,"HS
                    
                    
                    Magnolia HS (TX)","$652,900","$2,450,000","-$1,797,100"
3,89,MIA,,Tristan Pompey,OF,21,/,"CO
                    
                    
                    Kentucky","$642,600","$645,000","-$2,400"
3,90,SEA,,Cal Raleigh,C,21,S / R,"CO
                    
                    
                    Florida State","$632,700","$854,000","-$221,300"
3,91,TEX,,Jonathan Ornelas,SS,18,/,"HS
                    
                    
                    Kellis HS (AZ)","$622,800","$622,800",
3,92,TB,,Ford Proctor,SS,21,L / R,"CO
                    
                    
                    Rice","$613,400","$572,500","$40,900"
3,93,LAA,,Aaron Hernandez,P,21,/,"CO
                    
                    
                    Texas A&M-Corpus Christi","$604,100","$547,500","$56,600"
3,94,KC,,Kyle Isbel,OF,21,L / R,"CO
                    
                    
                    Nevada-Las Vegas","$594,800","$592,300","$2,500"
3,95,STL,,Mateo Gil,SS,17,/,"HS
                    
                    
                    Timber Creek HS (TX)","$587,600","$900,000","-$312,400"
3,96,COL,,Terrin Vavra,SS,21,L / R,"CO
                    
                    
                    Minnesota","$581,900","$550,000","$31,900"
3,97,NYY,,Ryder Green,OF,18,/,"HS
                    
                    
                    Karns HS (TN)","$576,400","$997,500","-$421,100"
3,98,CHC,,Jimmy Herron,OF,21,R / L,"CO
                    
                    
                    Duke","$570,600","$520,000","$50,600"
3,99,ARI,,Jackson Goddard,P,21,R / R,"CO
                    
                    
                    Kansas","$565,100","$550,000","$15,100"
3,100,BOS,,Durbin Feltman,P,21,/,"CO
                    
                    
                    Texas Christian","$559,600","$559,600",
3,101,WSH,,Reid Schaller,P,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$555,100","$555,100",
3,102,HOU,,Jeremy Pena,SS,20,R / R,"CO
                    
                    
                    Maine","$549,700","$535,000","$14,700"
3,103,CLE,,Richard Palacios,SS,21,L / R,"CO
                    
                    
                    Towson (MD)","$544,200","$475,000","$69,200"
3,104,LAD,,John Rooney,P,21,/,"CO
                    
                    
                    Hofstra","$538,800","$565,740","-$26,940"
4,105,DET,,Kingston Liniak,OF,18,/,"HS
                    
                    
                    Mission Hills HS (CA)","$533,300","$900,000","-$366,700"
4,106,SF,,Blake Rivera,P,20,/,"JC
                    
                    
                    Wallace State JC (AL)","$528,200","$800,000","-$271,800"
4,107,PHI,,Colton Eastman,P,21,/,"CO
                    
                    
                    California State-Fullerton","$522,900","$522,900",
4,108,CHW,,Lency Delgado,SS,19,/,"HS
                    
                    
                    Doral Academy (FL)","$517,800","$525,000","-$7,200"
4,109,CIN,,Mike Siani,OF,19,/,"HS
                    
                    
                    Penn Charter HS (PA)","$512,800","$2,000,000","-$1,487,200"
4,110,NYM,,Adam Hill,P,21,/,"CO
                    
                    
                    South Carolina","$507,800","$507,800",
4,111,SD,,Dylan Coleman,P,21,R / R,"CO
                    
                    
                    Missouri State","$502,800","$500,000","$2,800"
4,112,ATL,,Tristan Beck,P,22,/,"CO
                    
                    
                    Stanford (CA)","$497,800","$900,000","-$402,200"
4,113,OAK,,Alfonso Rivas,1B,21,L / L,"CO
                    
                    
                    Arizona","$493,000","$446,500","$46,500"
4,114,PIT,,Aaron Shortridge,P,21,R / R,"CO
                    
                    
                    California-Berkeley","$488,200","$475,000","$13,200"
4,115,BAL,,Drew Rom,P,18,/,"HS
                    
                    
                    Highlands HS (KY)","$483,300","$650,000","-$166,700"
4,116,TOR,,Sean Wymer,P,21,/,"CO
                    
                    
                    Texas Christian","$478,600","$478,600",
4,117,MIA,,Nick Fortes,C,21,R / R,"CO
                    
                    
                    Mississippi","$474,000","$425,000","$49,000"
4,118,SEA,,Michael Plassmeyer,P,21,L / L,"CO
                    
                    
                    Missouri","$469,400","$425,000","$44,400"
4,119,TEX,,Mason Englert,P,18,/,"HS
                    
                    
                    Forney HS (TX)","$464,700","$1,000,000","-$535,300"
4,120,TB,,Grant Witherspoon,OF,21,/,"CO
                    
                    
                    Tulane (LA)","$460,200","$457,700","$2,500"
4,121,LAA,,Kyle Bradish,P,21,R / R,"CO
                    
                    
                    New Mexico State","$455,700","$397,500","$58,200"
4,122,KC,,Eric Cole,OF,21,/,"CO
                    
                    
                    Arkansas","$451,200","$500,000","-$48,800"
4,123,STL,,Steven Gingery,P,20,/,"CO
                    
                    
                    Texas Tech","$446,900","$825,000","-$378,100"
4,124,MIN,,DaShawn Keirsey,OF,21,/,"CO
                    
                    
                    Utah","$442,600","$600,000","-$157,400"
4,125,MIL,,Aaron Ashby,P,20,R / L,"JC
                    
                    
                    Crowder JC (MO)","$438,300","$520,000","-$81,700"
4,126,COL,,Ryan Feltner,P,21,R / R,"CO
                    
                    
                    Ohio State","$434,700","$434,700",
4,127,NYY,,Frank German,P,20,/,"CO
                    
                    
                    North Florida","$430,400","$347,500","$82,900"
4,128,CHC,,Ethan Roberts,P,21,R / R,"CO
                    
                    
                    Tennessee Tech","$426,100","$130,000","$296,100"
4,129,ARI,,Ryan Weiss,P,21,R / R,"CO
                    
                    
                    Wright State (OH)","$422,100","$400,000","$22,100"
4,130,BOS,,Kole Cottam,C,21,/,"CO
                    
                    
                    Kentucky","$417,800","$375,000","$42,800"
4,131,WSH,,Jake Irvin,P,21,R / R,"CO
                    
                    
                    Oklahoma","$414,500","$550,000","-$135,500"
4,132,HOU,,Alex McKenna,OF,20,/,"CO
                    
                    
                    California State Poly-San Luis Obis...","$410,400","$432,500","-$22,100"
4,133,CLE,,Adam Scott,P,22,L / L,"CO
                    
                    
                    Wofford (SC)","$406,300","$50,000","$356,300"
4,134,LAD,,Braydon Fisher,P,17,R / R,"HS
                    
                    
                    Clear Falls HS (TX)","$402,300","$497,500","-$95,200"
5,135,DET,,Adam Wolf,P,21,/,"CO
                    
                    
                    Louisville (KY)","$398,300","$398,300",
5,136,SF,,Keaton Winn,P,20,/,"JC
                    
                    
                    Iowa Western JC","$394,600","$500,000","-$105,400"
5,137,PHI,,Matt Vierling,OF,21,R / R,"CO
                    
                    
                    Notre Dame","$390,600","$380,000","$10,600"
5,138,CHW,,Jonathan Stiever,P,21,R / R,"CO
                    
                    
                    Indiana","$386,800","$386,800",
5,139,CIN,,Ryan Campbell,P,22,/,"CO
                    
                    
                    Illinois-Chicago","$382,900","$7,500","$375,400"
5,140,NYM,,Ryley Gilliam,P,21,R / R,"CO
                    
                    
                    Clemson","$379,400","$550,000","-$170,600"
5,141,SD,,Dwanya Williams-Sutton,OF,21,/,"CO
                    
                    
                    East Carolina","$375,600","$350,000","$25,600"
5,142,ATL,,Trey Riley,P,20,/,"JC
                    
                    
                    John A. Logan JC (IL)","$371,900","$450,000","-$78,100"
5,143,OAK,,Brady Feigl,P,22,R / L,"CO
                    
                    
                    Mississippi","$368,200","$300,000","$68,200"
5,144,PIT,,Grant Koch,C,21,R / R,"CO
                    
                    
                    Arkansas","$364,600","$364,600",
5,145,BAL,,Robert Neustrom,OF,21,/,"CO
                    
                    
                    Iowa","$361,000","$300,000","$61,000"
5,146,TOR,,Christopher Bec,C,22,/,"CO
                    
                    
                    Maine","$357,500","$5,000","$352,500"
5,147,MIA,,Chris Vallimont,P,21,R / R,"CO
                    
                    
                    Mercyhurst","$354,000","$300,000","$54,000"
5,148,SEA,,Nolan Hoffman,P,20,R / R,"CO
                    
                    
                    Texas A&M","$350,600","$300,000","$50,600"
5,149,TEX,,Jayce Easley,SS,18,/,"HS
                    
                    
                    Sandra Day O'Connor HS (AZ)","$347,100","$500,000","-$152,900"
5,150,TB,,Taj Bradley,P,17,/,"HS
                    
                    
                    Redan HS (GS)","$343,600","$747,500","-$403,900"
5,151,LAA,,William Holmes,P,17,/,"HS
                    
                    
                    Western International HS (MI)","$340,300","$700,000","-$359,700"
5,152,KC,,Austin Cox,P,21,L / L,"CO
                    
                    
                    Mercer","$337,000","$447,500","-$110,500"
5,153,STL,,Nick Dunn,2B,21,L / R,"CO
                    
                    
                    Maryland","$333,700","$310,000","$23,700"
5,154,MIN,,Cole Sands,P,21,R / R,"CO
                    
                    
                    Florida State","$330,400","$600,000","-$269,600"
5,155,MIL,,Justin Jarvis,P,18,/,"HS
                    
                    
                    Lake Norman HS (NC)","$327,100","$327,100",
5,156,COL,,Jake Bird,P,22,R / R,"CO
                    
                    
                    California-Los Angeles","$323,800","$50,000","$273,800"
5,157,NYY,,Brandon Lockridge,OF,21,/,"CO
                    
                    
                    Troy (AL)","$320,700","$297,500","$23,200"
5,158,CHC,,Andy Weber,2B,20,L / R,"CO
                    
                    
                    Virginia","$317,600","$400,000","-$82,400"
5,159,ARI,,Matt Mercer,P,21,/,"CO
                    
                    
                    Oregon","$314,800","$314,800",
5,160,BOS,,Thad Ward,P,21,/,"CO
                    
                    
                    Central Florida","$311,800","$275,000","$36,800"
5,161,WSH,,Gage Canning,OF,21,/,"CO
                    
                    
                    Arizona State","$308,900","$308,900",
5,162,HOU,,Cody Deason,P,21,/,"CO
                    
                    
                    Arizona","$306,100","$285,000","$21,100"
5,163,CLE,,Steven Kwan,OF,20,L / L,"CO
                    
                    
                    Oregon State","$303,400","$185,000","$118,400"
5,164,LAD,,Devin Mann,2B,21,R / R,"CO
                    
                    
                    Louisville (KY)","$300,600","$272,500","$28,100"
6,165,DET,,Hugh Smith,P,21,/,"CO
                    
                    
                    Whitworth (WA)","$297,800","$300,000","-$2,200"
6,166,SF,,P.J. Hilson,OF,17,R / R,"HS
                    
                    
                    Nettleton HS (AR)","$295,200","$520,000","-$224,800"
6,167,PHI,,Kendall Simmons,SS,18,/,"HS
                    
                    
                    Tattnall Square Academy (GA)","$292,700","$750,000","-$457,300"
6,168,CHW,,Codi Heuer,RP,22,R / R,"CO
                    
                    
                    Wichita State (KS)","$290,200","$260,000","$30,200"
6,169,CIN,,Yomil Maysonet,P,18,/,"HS
                    
                    
                    PJ Education School (PR)","$287,700","$250,000","$37,700"
6,170,NYM,,Nick Meyer,C,21,R / R,"CO
                    
                    
                    California State Poly-San Luis Obis...","$285,200","$350,000","-$64,800"
6,171,SD,,Alexaun Vega,P,19,/,"HS
                    
                    
                    Leonides Morales Rodriguez HS (PR)","$282,700","$250,000","$32,700"
6,172,ATL,,Andrew Moritz,OF,21,/,"CO
                    
                    
                    North Carolina Greensboro","$280,400","$240,000","$40,400"
6,173,OAK,,Lawrence Butler,OF,18,/,"HS
                    
                    
                    Westlake HS (GA)","$278,000","$285,000","-$7,000"
6,174,PIT,,Michael Flynn,P,21,R / R,"CO
                    
                    
                    Arizona","$275,600","$475,000","-$199,400"
6,175,BAL,,Yeancarlos Lleras,P,17,/,"HS
                    
                    
                    Leadership Christian Academy (PR)","$273,400","$250,000","$23,400"
6,176,TOR,,Addison Barger,SS,18,/,"HS
                    
                    
                    King HS (FL)","$271,100","$271,100",
6,177,MIA,,Cameron Barstad,C,17,/,"HS
                    
                    
                    Junipero Serra HS (CA)","$268,900","$300,000","-$31,100"
6,178,SEA,,Joey O'Brien,P,20,/,"JC
                    
                    
                    JC of Southern Nevada","$266,600","$225,000","$41,600"
6,179,TEX,,Sean Chandler,P,21,/,"JC
                    
                    
                    Iowa Western JC","$264,400","$200,000","$64,400"
6,180,TB,,Miller Hogan,P,22,/,"CO
                    
                    
                    St. Louis (MO)","$262,200","$225,000","$37,200"
6,181,LAA,,Austin Warren,P,22,R / R,"CO
                    
                    
                    North Carolina Wilmington","$260,100","$7,500","$252,600"
6,182,KC,,Zach Haake,P,21,/,"CO
                    
                    
                    Kentucky","$258,000","$297,500","-$39,500"
6,183,STL,,Edgar Gonzalez,P,21,/,"CO
                    
                    
                    California State-Fresno","$255,900","$255,900",
6,184,MIN,,Charles Mack,SS,18,/,"HS
                    
                    
                    Williamsville East HS (NY)","$253,700","$500,000","-$246,300"
6,185,MIL,,Drew Rasmussen,P,22,R / R,"CO
                    
                    
                    Oregon State","$251,700","$135,000","$116,700"
6,186,COL,,Niko Decolati,3B,20,/,"CO
                    
                    
                    Loyola Marymount","$249,600","$249,600",
6,187,NYY,,Rodney Hutchinson,P,21,/,"CO
                    
                    
                    North Carolina","$247,600","$197,500","$50,100"
6,188,CHC,,Kohl Franklin,P,18,/,"HS
                    
                    
                    Broken Arrow HS (OK)","$245,600","$540,000","-$294,400"
6,189,ARI,,Ryan Miller,P,22,R / R,"CO
                    
                    
                    Clemson","$243,700","$25,000","$218,700"
6,190,BOS,,Devlin Granberg,OF,22,/,"CO
                    
                    
                    Dallas Baptist (TX)","$241,600","$40,000","$201,600"
6,191,WSH,,Andrew Karp,P,22,/,"CO
                    
                    
                    Florida State","$239,600","$200,000","$39,600"
6,192,HOU,,R.J. Freure,P,21,/,"CO
                    
                    
                    Pittsburgh","$237,600","$348,800","-$111,200"
6,193,CLE,,Raynel Delgado,3B,18,L / R,"HS
                    
                    
                    Calvary Christian HS (FL)","$235,600","$900,000","-$664,400"
6,194,LAD,,Bryan Warzek,P,21,/,"CO
                    
                    
                    New Orleans (LA)","$233,800","$202,500","$31,300"
7,195,DET,,Eric De La Rosa,OF,21,/,"JC
                    
                    
                    Grossmont JC (CA)","$231,900","$231,900",
7,196,SF,,Edison Mora,SS,17,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$229,900","$200,000","$29,900"
7,197,PHI,,Gabriel Cotto,P,18,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$228,000","$270,000","-$42,000"
7,198,CHW,,Caberea Weaver,OF,18,/,"HS
                    
                    
                    South Gwinnett HS (GA)","$226,200","$226,200",
7,199,CIN,,Jay Schuyler,C,21,/,"CO
                    
                    
                    San Diego (CA)","$224,200","$207,500","$16,700"
7,200,NYM,,Kevin Smith,P,21,R / L,"CO
                    
                    
                    Georgia","$222,300","$222,300",
7,201,SD,,Jawaun Harris,OF,21,/,"CO
                    
                    
                    Rutgers (NJ)","$221,000","$215,000","$6,000"
7,202,ATL,,Brooks Wilson,P,22,L / R,"CO
                    
                    
                    Stetson (FL)","$219,100","$80,000","$139,100"
7,203,OAK,,Charlie Cerny,P,21,/,"CO
                    
                    
                    Illinois-Chicago","$217,200","$217,200",
7,204,PIT,,Brett Kinneman,P,21,/,"CO
                    
                    
                    North Carolina State","$215,500","$215,500",
7,205,BAL,,J.J. Montgomery,P,21,/,"CO
                    
                    
                    Central Florida","$213,700","$195,000","$18,700"
7,206,TOR,,Nick Podkul,3B,21,R / R,"CO
                    
                    
                    Notre Dame","$211,900","$175,000","$36,900"
7,207,MIA,,Cason Sherrod,P,22,/,"CO
                    
                    
                    Texas A&M","$210,200","$20,000","$190,200"
7,208,SEA,,Jake Anchia,C,21,R / R,"CO
                    
                    
                    Nova Southeastern (FL)","$208,400","$200,000","$8,400"
7,209,TEX,,Tim Brennan,P,21,/,"CO
                    
                    
                    St. Joseph's (PA)","$206,800","$206,800",
7,210,TB,,Joe Ryan,P,22,R / R,California State,"$205,200","$147,500","$57,700"
7,211,LAA,,Andrew Wantz,P,22,R / R,"CO
                    
                    
                    North Carolina Greensboro","$203,500","$10,000","$193,500"
7,212,KC,,Tyler Gray,P,21,/,"CO
                    
                    
                    Central Arkansas","$201,800","$2,500","$199,300"
7,213,STL,,Brendan Donovan,OF,21,L / R,"CO
                    
                    
                    South Alabama","$200,300","$200,300",
7,214,MIN,,Josh Winder,P,21,R / R,"CO
                    
                    
                    Virginia Military Institute","$198,700","$198,700",
7,215,MIL,,David Fry,C,22,/,"CO
                    
                    
                    Northwestern State (LA)","$197,000","$10,000","$187,000"
7,216,COL,,Andrew Quezada,P,21,/,"CO
                    
                    
                    California State-Fullerton","$195,700","$175,000","$20,700"
7,217,NYY,,Daniel Bies,P,22,/,"CO
                    
                    
                    Gonzaga","$194,000","$147,500","$46,500"
7,218,CHC,,D.J. Artis,OF,21,/,"CO
                    
                    
                    Liberty (VA)","$192,500","$250,000","-$57,500"
7,219,ARI,,Travis Moths,P,22,/,"CO
                    
                    
                    Tennessee Tech","$191,000","$20,000","$171,000"
7,220,BOS,,Jarren Duran,2B,21,L / R,"CO
                    
                    
                    California State-Long Beach","$189,800","$189,800",
