Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
2,64,PIT,Comp. Bal.,"Lonnie White, Jr.",OF,18,/,"HS
                    
                    
                    Malvern Prep HS (PA)","$1,050,300","$1,500,000","-$449,700"
2,65,BAL,Comp. Bal.,Reed Trimble,OF,21,/,"CO
                    
                    
                    Southern Mississippi","$1,025,100","$800,000","$225,100"
2,66,KC,Comp. Bal.,Peyton Wilson,2B,21,/,"CO
                    
                    
                    Alabama","$1,003,300","$1,000,800","$2,500"
2,67,ARI,Comp. Bal.,Adrian Del Castillo,C,21,L / R,"CO
                    
                    
                    Miami (FL)","$976,700","$1,000,000","-$23,300"
2,68,COL,Comp. Bal.,Joe Rock,P,20,/,"CO
                    
                    
                    Ohio","$953,100","$953,100",
2,69,CLE,Comp. Bal.,Tommy Mace,P,22,/,"CO
                    
                    
                    Florida","$929,800","$1,100,000","-$170,200"
2,70,STL,Comp. Bal.,Ryan Holgate,OF,21,/,"CO
                    
                    
                    Arizona","$906,800","$875,000","$31,800"
2,71,SD,Comp. Bal.,Robert Gasser,P,22,/,"CO
                    
                    
                    Houston","$884,200","$884,200",
3,72,PIT,,Bubba Chandler,P,18,/,"HS
                    
                    
                    North Oconee HS (GA)","$870,700","$3,000,000","-$2,129,300"
3,73,TEX,,Cameron Cauley,SS,18,/,"HS
                    
                    
                    Barbers Hill HS (TX)","$857,400","$1,000,000","-$142,600"
3,74,DET,,Dylan Smith,P,21,/,"CO
                    
                    
                    Alabama","$844,200","$1,115,000","-$270,800"
3,75,BOS,,Tyler McDonough,2B,22,/,"CO
                    
                    
                    North Carolina State","$831,100","$828,600","$2,500"
3,76,BAL,,John Rhodes,OF,20,/,"CO
                    
                    
                    Kentucky","$818,200","$1,375,000","-$556,800"
3,77,ARI,,Jacob Steinmetz,P,18,R / R,"HS
                    
                    
                    ELEV8 Baseball Academy (FL)","$805,600","$500,000","$305,600"
3,78,KC,,Carter Jensen,C,18,/,"HS
                    
                    
                    Park Hill Senior HS (MO)","$793,000","$1,097,500","-$304,500"
3,79,COL,,McCade Brown,P,21,/,"CO
                    
                    
                    Indiana","$780,400","$780,400",
3,80,LAA,,Landon Marceaux,P,21,/,"CO
                    
                    
                    Louisiana State","$767,800","$765,300","$2,500"
3,81,NYM,,Dominic Hamel,P,22,/,"CO
                    
                    
                    Dallas Baptist (TX)","$755,300","$755,300",
3,82,WSH,,Branden Boissiere,OF,21,/,"CO
                    
                    
                    Arizona","$744,200","$600,000","$144,200"
3,83,SEA,,Michael Morales,P,18,/,"HS
                    
                    
                    East Pennsboro HS (PA)","$733,100","$1,500,000","-$766,900"
3,84,PHI,,Jordan Viars,OF,18,/,"HS
                    
                    
                    Reedy HS (TX)","$721,900","$747,500","-$25,600"
3,85,SF,,Mason Black,P,21,/,"CO
                    
                    
                    Lehigh","$710,700","$708,200","$2,500"
3,86,MIL,,Alex Binelas,3B,21,/,"CO
                    
                    
                    Louisville","$699,700","$700,000",-$300
3,87,HOU,,Tyler Whitaker,OF,18,/,"HS
                    
                    
                    Bishop Gorman HS (NV)","$689,300","$1,500,000","-$810,700"
3,88,MIA,,Jordan McCants,SS,19,/,"HS
                    
                    
                    Pensacola Catholic HS (FL)","$678,600","$800,000","-$121,400"
3,89,CIN,,Jose Torres,SS,21,/,"CO
                    
                    
                    North Carolina State","$667,900","$622,500","$45,400"
3,90,STL,,Austin Love,P,22,/,"CO
                    
                    
                    North Carolina","$657,600","$600,000","$57,600"
3,91,TOR,,Ricky Tiedemann,P,18,/,"JC
                    
                    
                    Golden West JC (CA)","$647,300","$644,800","$2,500"
3,92,NYY,,Brock Selvidge,P,18,/,"HS
                    
                    
                    Hamilton HS (AZ)","$637,600","$1,500,000","-$862,400"
3,93,CHC,,Drew Gray,P,18,/,"HS
                    
                    
                    IMG Academy (FL)","$627,900","$900,000","-$272,100"
3,94,CHW,,Sean Burke,P,21,/,"CO
                    
                    
                    Maryland","$618,200","$900,000","-$281,800"
3,95,CLE,,Jake Fox,SS,18,/,"HS
                    
                    
                    Lakeland Christian HS (FL)","$610,800","$850,000","-$239,200"
3,96,ATL,,Dylan Dodd,P,23,/,"CO
                    
                    
                    Southeast Missouri State","$604,800","$122,500","$482,300"
3,97,OAK,,Mason Miller,P,22,/,"CO
                    
                    
                    Gardner-Webb (NC)","$599,100","$599,100",
3,98,MIN,,Cade Povich,P,21,/,"CO
                    
                    
                    Nebraska","$593,100","$500,000","$93,100"
3,99,SD,,Kevin Kopps,P,24,/,"CO
                    
                    
                    Arkansas","$587,400","$300,000","$287,400"
3,100,TB,,Ryan Spikes,2B,18,/,"HS
                    
                    
                    Parkview HS (GA)","$581,600","$1,097,500","-$515,900"
3,101,LAD,,Peter Heubeck,P,18,/,"HS
                    
                    
                    Gilman HS (MD)","$577,000","$1,272,000","-$695,000"
4,102,PIT,,Owen Kellington,P,18,/,"HS
                    
                    
                    U-32 HS (VT)","$571,400","$600,000","-$28,600"
4,103,TEX,,Ian Moller,C,18,/,"HS
                    
                    
                    Wahlert Catholic HS (IA)","$565,600","$700,000","-$134,400"
4,104,DET,,Tyler Mattison,P,21,/,"CO
                    
                    
                    Bryant (RI)","$560,000","$400,000","$160,000"
4,105,BOS,,Elmer Rodriguez-Cruz,P,17,L / R,"HS
                    
                    
                    Leadership Christian Academy (PR)","$554,300","$497,500","$56,800"
4,106,BAL,,Donta' Williams,OF,22,L / L,"CO
                    
                    
                    Arizona","$549,000","$400,000","$149,000"
4,107,ARI,,Chad Patrick,P,22,R / R,"CO
                    
                    
                    Purdue","$543,500","$350,000","$193,500"
4,108,KC,,Shane Panzini,P,19,/,"HS
                    
                    
                    Red Bank Catholic HS (NJ)","$538,200","$997,500","-$459,300"
4,109,COL,,Hunter Goodman,C,21,/,"CO
                    
                    
                    Memphis","$533,000","$600,000","-$67,000"
4,110,LAA,,Luke Murphy,P,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$527,800","$747,500","-$219,700"
4,111,NYM,,JT Schwartz,1B,21,/,"CO
                    
                    
                    California-Los Angeles","$522,600","$475,000","$47,600"
4,112,WSH,,Dustin Saenz,P,22,/,"CO
                    
                    
                    Texas A&M","$517,400","$500,000","$17,400"
4,113,SEA,,Bryce Miller,P,22,/,"CO
                    
                    
                    Texas A&M","$512,400","$400,000","$112,400"
4,114,PHI,,Micah Ottenbreit,P,18,/,"HS
                    
                    
                    Trenton HS (MI)","$507,400","$772,500","-$265,100"
4,115,SF,,Eric Silva,P,18,/,"HS
                    
                    
                    JSerra Catholic HS (CA)","$502,300","$1,500,000","-$997,700"
4,116,MIL,,Logan Henderson,P,19,/,"JC
                    
                    
                    McLennan JC (TX)","$497,500","$495,000","$2,500"
4,117,HOU,,Alex Ulloa,SS,18,/,"HS
                    
                    
                    Calvary Christian HS (FL)","$492,700",Unsigned,
4,118,MIA,,Tanner Allen,OF,23,/,"CO
                    
                    
                    Mississippi State","$487,900","$247,500","$240,400"
4,119,CIN,,Ruben Ibarra,1B,22,/,"CO
                    
                    
                    San Jose State","$483,000","$172,500","$310,500"
4,120,STL,,Zane Mills,P,21,/,"CO
                    
                    
                    Washington State","$478,300","$375,000","$103,300"
4,121,TOR,,Chad Dallas,P,21,/,"CO
                    
                    
                    Tennessee","$473,700","$497,500","-$23,800"
4,122,NYY,,Cooper Bowman,2B,21,/,"CO
                    
                    
                    Louisville","$469,000","$353,000","$116,000"
4,123,CHC,,Christian Franklin,OF,21,/,"CO
                    
                    
                    Arkansas","$464,500","$425,000","$39,500"
4,124,CHW,,Brooks Gosswein,P,22,/,"CO
                    
                    
                    Bradley (IL)","$460,000","$200,000","$260,000"
4,125,CLE,,Ryan Webb,P,22,/,"CO
                    
                    
                    Georgia","$455,600","$400,000","$55,600"
4,126,ATL,,Cal Conley,SS,22,/,"CO
                    
                    
                    Texas Tech","$451,800","$422,500","$29,300"
4,127,OAK,,Denzel Clarke,OF,21,/,"CO
                    
                    
                    California State-Northridge","$447,400","$700,000","-$252,600"
4,128,MIN,,Christian Encarnacion-Strand,3B,21,R / R,"CO
                    
                    
                    Oklahoma State","$442,900","$442,900",
4,129,SD,,Jackson Wolf,P,22,/,"CO
                    
                    
                    West Virginia","$438,700","$300,000","$138,700"
4,130,TB,,Dru Baker,OF,21,/,"CO
                    
                    
                    Texas Tech","$434,300","$431,800","$2,500"
4,131,LAD,,Nick Nastrini,P,21,/,"CO
                    
                    
                    California-Los Angeles","$430,800","$497,500","-$66,700"
4,132,HOU,,Chayce McDermott,P,22,L / R,"CO
                    
                    
                    Ball State (IN)","$426,600","$372,500","$54,100"
5,133,PIT,,Jackson Glenn,3B,23,/,"CO
                    
                    
                    Dallas Baptist (TX)","$422,300","$12,500","$409,800"
5,134,TEX,,Mitch Bratt,P,18,/,"HS
                    
                    
                    Georgia Premier Academy (GA)","$418,200","$850,000","-$431,800"
5,135,DET,,Tanner Kohlhepp,P,22,/,"CO
                    
                    
                    Notre Dame","$414,000","$400,000","$14,000"
5,136,BOS,,Nathan Hickey,C,21,/,"CO
                    
                    
                    Florida","$410,100","$1,000,000","-$589,900"
5,137,BAL,,Carlos Tavera,P,22,/,"CO
                    
                    
                    Texas-Arlington","$406,000","$375,000","$31,000"
5,138,ARI,,Caleb Roberts,C,21,L / R,"CO
                    
                    
                    North Carolina","$402,000","$402,000",
5,139,KC,,Eric Cerantola,P,21,R / R,"CO
                    
                    
                    Mississippi State","$398,000","$497,500","-$99,500"
5,140,COL,,Evan Justice,P,23,/,"CO
                    
                    
                    North Carolina State","$394,300","$150,000","$244,300"
5,141,LAA,,Brett Kerry,P,22,/,"CO
                    
                    
                    South Carolina","$390,400","$297,500","$92,900"
5,142,NYM,,Christian Scott,P,22,/,"CO
                    
                    
                    Florida","$386,600","$350,000","$36,600"
5,143,WSH,,T.J. White,OF,17,/,"HS
                    
                    
                    Dorman HS (SC)","$382,700","$400,000","-$17,300"
5,144,SEA,,Andy Thomas,C,23,/,"CO
                    
                    
                    Baylor (TX)","$379,000","$25,000","$354,000"
5,145,PHI,,Griff McGarry,P,22,/,"CO
                    
                    
                    Virginia","$375,200","$322,500","$52,700"
5,146,SF,,Rohan Handa,P,21,/,"CO
                    
                    
                    Yale (CT)","$371,600","$347,500","$24,100"
5,147,MIL,,Ethan Murray,SS,21,/,"CO
                    
                    
                    Duke","$367,900","$272,500","$95,400"
5,148,HOU,,Quincy Hamilton,OF,23,/,"CO
                    
                    
                    Wright State (OH)","$364,400","$47,500","$316,900"
5,149,MIA,,Brady Allen,OF,21,/,"CO
                    
                    
                    South Carolina","$360,800","$358,300","$2,500"
5,150,CIN,,Thomas Farr,P,22,/,"CO
                    
                    
                    South Carolina","$357,100","$297,500","$59,600"
5,151,STL,,Gordon Graceffo,P,21,/,"CO
                    
                    
                    Villanova (PA)","$353,700","$300,000","$53,700"
5,152,TOR,,Irv Carter,P,18,/,"HS
                    
                    
                    Calvary Christian HS (FL)","$350,300","$847,500","-$497,200"
5,153,NYY,,Tyler Hardman,1B,22,/,"CO
                    
                    
                    Oklahoma","$346,800","$200,000","$146,800"
5,154,CHC,,Liam Spence,SS,23,/,"CO
                    
                    
                    Tennessee","$343,400","$135,000","$208,400"
5,155,CHW,,Tanner McDougal,P,18,/,"HS
                    
                    
                    Silverado HS (NV)","$340,000","$850,000","-$510,000"
5,156,CLE,,Tanner Bibee,P,22,R / R,"CO
                    
                    
                    California State-Fullerton","$336,600","$259,400","$77,200"
5,157,ATL,,Luke Waddell,SS,23,/,"CO
                    
                    
                    Georgia Tech","$333,300","$247,500","$85,800"
5,158,OAK,,CJ Rodriguez,C,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$330,100","$400,000","-$69,900"
5,159,MIN,,Christian MacLeod,P,21,/,"CO
                    
                    
                    Mississippi State","$327,200","$500,000","-$172,800"
5,160,SD,,Max Ferguson,2B,21,/,"CO
                    
                    
                    Tennessee","$324,100","$324,100",
5,161,TB,,Mason Auer,OF,20,/,"JC
                    
                    
                    San Jacinto JC (TX)","$321,100","$312,500","$8,600"
5,162,LAD,,Ben Casparius,P,22,/,"CO
                    
                    
                    Connecticut","$318,200","$247,500","$70,700"
6,163,PIT,,Mike Jarvis,SS,23,/,"CO
                    
                    
                    San Diego State (CA)","$315,400","$7,500","$307,900"
6,164,TEX,,Chase Lee,P,22,/,"CO
                    
                    
                    Alabama","$312,400","$75,000","$237,400"
6,165,DET,,Austin Murr,OF,22,/,"CO
                    
                    
                    North Carolina State","$309,500","$200,000","$109,500"
6,166,BOS,,Daniel McElveny,SS,18,/,"HS
                    
                    
                    Bonita Vista HS (CA)","$306,800","$197,500","$109,300"
6,167,BAL,,Collin Burns,SS,21,/,"CO
                    
                    
                    Tulane (LA)","$304,200","$375,000","-$70,800"
6,168,ARI,,Luke Albright,P,21,R / R,"CO
                    
                    
                    Kent State","$301,600","$301,600",
6,169,KC,,Dayton Dooney,2B,21,/,"JC
                    
                    
                    Central Arizona JC","$299,000","$297,500","$1,500"
6,170,COL,,Braxton Fulford,C,22,/,"CO
                    
                    
                    Texas Tech","$296,400","$280,000","$16,400"
6,171,LAA,,Jake Smith,P,21,/,"CO
                    
                    
                    Miami (FL)","$293,800","$247,500","$46,300"
6,172,NYM,,Carson Seymour,P,22,/,"CO
                    
                    
                    Kansas State","$291,400","$291,400",
6,173,WSH,,Michael Kirian,P,22,/,"CO
                    
                    
                    Louisville","$289,000","$200,000","$89,000"
6,174,SEA,,Bryan Woo,P,21,/,"CO
                    
                    
                    California State Poly-San Luis Obis...","$286,500","$318,200","-$31,700"
6,175,PHI,,Jose Pena Jr.,P,18,/,"HS
                    
                    
                    Tampa Prep HS (FL)","$284,200","$222,500","$61,700"
6,176,SF,,Seth Lonsway,P,22,/,"CO
                    
                    
                    Ohio State","$281,800","$297,500","-$15,700"
6,177,MIL,,Carlos F. Rodriguez,P,19,/,"JC
                    
                    
                    Florida SouthWestern State JC","$279,500","$250,000","$29,500"
6,178,HOU,,Spencer Arrighetti,P,21,/,"CO
                    
                    
                    Louisiana-Lafayette","$277,100","$147,500","$129,600"
6,179,MIA,,Sam Praytor,C,22,/,"CO
                    
                    
                    Alabama","$274,800","$197,500","$77,300"
6,180,CIN,,Justice Thompson,OF,21,/,"CO
                    
                    
                    North Carolina","$272,500","$247,500","$25,000"
6,181,STL,,Alfredo Ruiz,P,21,/,"CO
                    
                    
                    California State-Long Beach","$270,300","$50,000","$220,300"
6,182,TOR,,Hayden Juenger,P,20,/,"CO
                    
                    
                    Missouri State","$268,200","$197,500","$70,700"
6,183,NYY,,Richard Fitts,P,21,/,"CO
                    
                    
                    Auburn (AL)","$266,000","$346,800","-$80,800"
6,184,CHC,,Riley Martin,P,23,/,"CO
                    
                    
                    Quincy (IL)","$263,700","$1,000","$262,700"
6,185,CHW,,Taylor Broadway,P,24,/,"CO
                    
                    
                    Mississippi","$261,600","$30,000","$231,600"
6,186,CLE,,Aaron Davenport,P,20,/,"CO
                    
                    
                    Hawaii","$259,400","$450,000","-$190,600"
6,187,ATL,,Justyn-Henry Malloy,3B,21,/,"CO
                    
                    
                    Georgia Tech","$257,400","$297,500","-$40,100"
6,188,OAK,,Grant Holman,P,21,/,"CO
                    
                    
                    California-Berkeley","$255,300","$375,000","-$119,700"
6,189,MIN,,Travis Adams,P,21,/,"CO
                    
                    
                    Sacramento State (CA)","$253,300","$253,300",
6,190,SD,,Ryan Bergert,P,21,/,"CO
                    
                    
                    West Virginia","$251,100","$500,000","-$248,900"
6,191,TB,,Mason Montgomery,P,21,/,"CO
                    
                    
                    Texas Tech","$249,000","$222,500","$26,500"
6,192,LAD,,Emmet Sheehan,P,21,/,"CO
                    
                    
                    Boston College (MA)","$247,000","$244,500","$2,500"
7,193,PIT,,Wyatt Hendrie,C,22,/,"CO
                    
                    
                    San Diego State (CA)","$244,900","$177,500","$67,400"
7,194,TEX,,Bradford Webb,P,23,/,"CO
                    
                    
                    Virginia Commonwealth","$243,000","$10,000","$233,000"
7,195,DET,,Brant Hurter,P,22,/,"CO
                    
                    
                    Georgia Tech","$241,000","$241,000",
7,196,BOS,,Wyatt Olds,P,21,/,"CO
                    
                    
                    Oklahoma","$239,000","$236,500","$2,500"
7,197,BAL,,Connor Pavolony,C,21,/,"CO
                    
                    
                    Tennessee","$237,000","$325,000","-$88,000"
7,198,ARI,,Scott Randall,P,22,R / R,"CO
                    
                    
                    Sacramento State (CA)","$235,100","$125,000","$110,100"
7,199,KC,,Noah Cameron,P,22,/,"CO
                    
                    
                    Central Arkansas","$233,000","$197,500","$35,500"
7,200,COL,,Evan Shawver,P,21,/,"CO
                    
                    
                    Cincinnati","$231,100","$231,100",
7,201,LAA,,Ryan Costeiu,P,20,/,"CO
                    
                    
                    Arkansas","$229,700","$222,500","$7,200"
7,202,NYM,,Kevin Kendall,SS,22,L / R,"CO
                    
                    
                    California-Los Angeles","$227,700","$200,000","$27,700"
7,203,WSH,,Jacob Young,OF,21,/,"CO
                    
                    
                    Florida","$225,800","$275,000","-$49,200"
7,204,SEA,,Colin Davis,OF,22,/,"CO
                    
                    
                    Wofford (SC)","$224,000","$150,000","$74,000"
7,205,PHI,,Christian McGowan,P,21,/,"JC
                    
                    
                    Eastern Oklahoma State JC","$222,100","$577,000","-$354,900"
7,206,SF,,Nick Sinacola,P,21,/,"CO
                    
                    
                    Maine","$220,200","$197,500","$22,700"
7,207,MIL,,Tristan Peters,OF,21,/,"CO
                    
                    
                    Southern Illinois","$218,500","$147,500","$71,000"
7,208,HOU,,Joey Loperfido,OF,22,/,"CO
                    
                    
                    Duke","$216,600","$72,500","$144,100"
7,209,MIA,,Gabe Bierman,P,21,/,"CO
                    
                    
                    Indiana","$214,900","$197,500","$17,400"
7,210,CIN,,Kevin Abel,P,22,/,"CO
                    
                    
                    Oregon State","$213,300","$172,500","$40,800"
7,211,STL,,Alec Willis,P,18,/,"HS
                    
                    
                    Regis Jesuit HS (CO)","$211,500","$1,000,000","-$788,500"
7,212,TOR,,Jaden Rudd,OF,18,/,"HS
                    
                    
                    Mosley HS (FL)","$209,800","$197,500","$12,300"
7,213,NYY,,Robert Ahlstrom,P,22,/,"CO
                    
                    
                    Oregon","$208,200","$140,000","$68,200"
7,214,CHC,,Parker Chavers,OF,22,/,"CO
                    
                    
                    Coastal Carolina (SC)","$206,500","$125,000","$81,500"
7,215,CHW,,Theo Denlinger,P,25,/,"CO
                    
                    
                    Bradley (IL)","$204,800","$10,000","$194,800"
7,216,CLE,,Jack Leftwich,P,22,/,"CO
                    
                    
                    Florida","$203,400","$167,000","$36,400"
7,217,ATL,,AJ Smith-Shawver,P,18,/,"HS
                    
                    
                    Colleyville Heritage HS (TX)","$201,600","$997,500","-$795,900"
7,218,OAK,,Brett Harris,3B,23,/,"CO
                    
                    
                    Gonzaga","$200,100","$120,000","$80,100"
7,219,MIN,,Jake Rucker,3B,21,/,"CO
                    
                    
                    Tennessee","$198,500","$250,000","-$51,500"
7,220,SD,,Ryan Och,P,23,/,"CO
                    
                    
                    Southern Mississippi","$197,300","$150,000","$47,300"
7,221,TB,,Logan Workman,P,22,/,"CO
                    
                    
                    Lee","$195,700","$122,500","$73,200"
7,222,LAD,,Ryan Sublette,P,22,/,"CO
                    
                    
                    Texas Tech","$194,400","$147,500","$46,900"
