Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
1,16,ARI,,Corbin Carroll,CF,18,L / L,"HS
                    
                    
                    Lakeside HS (WA)","$3,745,500","$3,745,500",
1,17,WSH,,Jackson Rutledge,P,20,R / R,"JC
                    
                    
                    San Jacinto JC (TX)","$3,609,700","$3,450,000","$159,700"
1,18,PIT,,Quinn Priester,P,18,/,"HS
                    
                    
                    Cary-Grove HS (IL)","$3,481,300","$3,400,000","$81,300"
1,19,STL,,Zack Thompson,P,21,L / L,"CO
                    
                    
                    Kentucky","$3,359,000","$3,000,000","$359,000"
1,20,SEA,,George Kirby,P,21,R / R,"CO
                    
                    
                    Elon","$3,242,900","$3,242,900",
1,21,ATL,,Braden Shewmake,SS,21,L / R,"CO
                    
                    
                    Texas A&M","$3,132,300","$3,132,300",
1,22,TB,,Greg Jones,SS,21,/,"CO
                    
                    
                    North Carolina Wilmington","$3,027,000","$3,027,000",
1,23,COL,,Michael Toglia,1B,20,/,"CO
                    
                    
                    California-Los Angeles","$2,926,800","$2,725,000","$201,800"
1,24,CLE,,Daniel Espino,P,18,R / R,"HS
                    
                    
                    Georgia Premier Academy (GA)","$2,831,300","$2,500,000","$331,300"
1,25,LAD,,Kody Hoese,3B,22,R / R,"CO
                    
                    
                    Tulane (LA)","$2,740,300","$2,740,300",
1,26,ARI,,Blake Walston,P,18,L / L,"HS
                    
                    
                    New Hanover HS (NC)","$2,653,400","$2,450,000","$203,400"
1,27,CHC,,Ryan Jensen,P,21,/,"CO
                    
                    
                    California State-Fresno","$2,570,100","$2,000,000","$570,100"
1,28,MIL,,Ethan Small,P,22,L / L,"CO
                    
                    
                    Mississippi State","$2,493,900","$1,800,000","$693,900"
1,29,OAK,,Logan Davidson,SS,21,/ R,"CO
                    
                    
                    Clemson (SC)","$2,424,600","$2,424,600",
1,30,NYY,,Anthony Volpe,SS,18,R / R,"HS
                    
                    
                    Delbarton HS (NJ)","$2,365,500","$2,740,300","-$374,800"
1,31,LAD,,Michael Busch,2B,21,/,"CO
                    
                    
                    North Carolina","$2,312,000","$2,312,000",
1,32,HOU,,Korey Lee,C,20,/,"CO
                    
                    
                    California-Berkeley","$2,257,300","$1,750,000","$507,300"
1,33,ARI,Comp.,Brennan Malone,P,18,/,"HS
                    
                    
                    IMG Academy (FL)","$2,202,200","$2,202,200",
1,34,ARI,Comp.,Drey Jameson,P,21,R / R,"CO
                    
                    
                    Ball State (IN)","$2,148,100","$1,400,000","$748,100"
1,35,MIA,Comp. Bal.,Kameron Misner,CF,21,/,"CO
                    
                    
                    Missouri","$2,095,800","$2,115,000","-$19,200"
1,36,TB,Comp. Bal.,JJ Goss,P,18,/,"HS
                    
                    
                    Cypress Ranch HS (TX)","$2,045,400","$2,045,400",
1,37,PIT,Comp. Bal.,Sammy Siani,CF,18,/,"HS
                    
                    
                    Penn Charter HS (PA)","$1,999,300","$2,150,000","-$150,700"
1,38,NYY,Comp. Bal.,T.J. Sikkema,P,20,/,"CO
                    
                    
                    Missouri","$1,952,300","$1,952,300",
1,39,MIN,Comp. Bal.,Matt Wallner,RF,21,/,"CO
                    
                    
                    Southern Mississippi","$1,906,800","$1,800,000","$106,800"
1,40,TB,Comp. Bal.,Seth Johnson,P,20,/,"CO
                    
                    
                    Campbell (NC)","$1,856,700","$1,722,500","$134,200"
1,41,TEX,Comp. Bal.,Davis Wendzel,3B,22,R / R,"CO
                    
                    
                    Baylor (TX)","$1,813,500","$1,600,000","$213,500"
2,42,BAL,,Gunnar Henderson,SS,18,L / R,"HS
                    
                    
                    Morgan Academy (AL)","$1,771,100","$2,300,000","-$528,900"
2,43,BOS,,Cameron Cannon,SS,21,/,"CO
                    
                    
                    Arizona","$1,729,800","$1,300,000","$429,800"
2,44,KC,,Brady McConnell,SS,21,/,"CO
                    
                    
                    Florida","$1,689,500","$2,222,450","-$532,950"
2,45,CHW,,Matthew Thompson,P,18,/,"HS
                    
                    
                    Cypress Ranch HS (TX)","$1,650,200","$2,100,000","-$449,800"
2,46,MIA,,Nasim Nunez,SS,18,/,"HS
                    
                    
                    Collins Hill HS (GA)","$1,617,400","$2,200,000","-$582,600"
2,47,DET,,Nick Quintana,3B,21,/,"CO
                    
                    
                    Arizona","$1,580,200","$1,580,200",
2,48,SD,,Joshua Mears,RF,18,/,"HS
                    
                    
                    Federal Way HS (WA)","$1,543,600","$1,000,000","$543,600"
2,49,CIN,,Rece Hinds,SS,18,/,"HS
                    
                    
                    IMG Academy (FL)","$1,507,600","$1,797,500","-$289,900"
2,50,TEX,,Ryan Garcia,P,21,/,"CO
                    
                    
                    California-Los Angeles","$1,469,900","$1,469,900",
2,51,SF,,Logan Wyatt,1B,21,/,"CO
                    
                    
                    Louisville","$1,436,900","$1,000,000","$436,900"
2,52,TOR,,Kendall Williams,P,18,/,"HS
                    
                    
                    IMG Academy (FL)","$1,403,200","$1,547,500","-$144,300"
2,53,NYM,,Josh Wolf,P,18,R / R,"HS
                    
                    
                    St. Thomas HS (TX)","$1,370,400","$2,150,000","-$779,600"
2,54,MIN,,Matt Canterino,P,21,/,"CO
                    
                    
                    Rice (TX)","$1,338,500","$1,100,000","$238,500"
2,55,LAA,,Kyren Paris,SS,17,/,"HS
                    
                    
                    Freedom HS (CA)","$1,307,000","$1,400,000","-$93,000"
2,56,ARI,,Ryne Nelson,P,21,R / R,"CO
                    
                    
                    Oregon","$1,276,400","$1,100,000","$176,400"
2,57,PIT,,Matt Gorski,CF,21,/,"CO
                    
                    
                    Indiana","$1,243,600","$1,000,000","$243,600"
2,58,STL,,Tre Fletcher,CF,18,/,"HS
                    
                    
                    Deering HS (ME)","$1,214,300","$1,500,000","-$285,700"
2,59,SEA,,Brandon Williamson,P,21,R / L,"CO
                    
                    
                    Texas Christian","$1,185,500","$925,000","$260,500"
2,60,ATL,,Beau Philip,SS,20,/,"CO
                    
                    
                    Oregon State","$1,157,400","$700,000","$457,400"
2,61,TB,,John Doxakis,P,20,R / L,"CO
                    
                    
                    Texas A&M","$1,129,700","$1,129,700",
2,62,COL,,Aaron Schunk,3B,21,/,"CO
                    
                    
                    Georgia","$1,102,700","$1,102,700",
2,63,CLE,,Yordys Valdes,SS,17,S / R,"HS
                    
                    
                    McArthur HS (FL)","$1,076,300","$1,000,000","$76,300"
2,64,CHC,,Chase Strumpf,2B,21,/,"CO
                    
                    
                    California-Los Angeles","$1,050,300","$1,050,300",
2,65,MIL,,Antoine Kelly,P,19,L / L,"JC
                    
                    
                    Wabash Valley JC (IL)","$1,025,100","$1,025,100",
2,66,OAK,,Tyler Baum,P,21,R / R,"CO
                    
                    
                    North Carolina","$1,003,300","$900,000","$103,300"
2,67,NYY,,Josh H. Smith,2B,21,L / R,"CO
                    
                    
                    Louisiana State","$976,700","$967,700","$9,000"
2,68,HOU,,Grae Kessinger,SS,21,/,"CO
                    
                    
                    Mississippi","$953,100","$750,000","$203,100"
2,69,BOS,,Matthew Lugo,SS,18,/,"HS
                    
                    
                    Carlos Beltran Baseball Academy (PR...","$929,800","$1,100,000","-$170,200"
2,70,KC,Comp. Bal.,Alec Marsh,P,21,/,"CO
                    
                    
                    Arizona State","$906,800","$906,800",
2,71,BAL,Comp. Bal.,Kyle Stowers,CF,21,L / L,"CO
                    
                    
                    Stanford (CA)","$884,200","$884,200",
2,72,PIT,Comp. Bal.,Jared Triolo,3B,21,/,"CO
                    
                    
                    Houston","$870,700","$868,200","$2,500"
2,73,SD,Comp. Bal.,Logan Driscoll,C,21,/,"CO
                    
                    
                    George Mason (VA)","$857,400","$600,000","$257,400"
2,74,ARI,Comp. Bal.,Tommy Henry,P,21,L / L,"CO
                    
                    
                    Michigan","$844,200","$750,000","$94,200"
2,75,ARI,Comp. Bal.,Dominic Fletcher,OF,21,L / L,"CO
                    
                    
                    Arkansas","$831,100","$700,000","$131,100"
2,76,SEA,Comp. Bal.,Isaiah Campbell,P,21,R / R,"CO
                    
                    
                    Arkansas","$818,200","$850,000","-$31,800"
2,77,COL,Comp. Bal.,Karl Kauffmann,P,21,/,"CO
                    
                    
                    Michigan","$805,600","$805,600",
2,78,LAD,Comp.,Jimmy Lewis,P,18,/,"HS
                    
                    
                    Lake Travis HS (TX)","$793,000","$1,100,000","-$307,000"
3,79,BAL,,Zach Watson,CF,22,/,"CO
                    
                    
                    Louisiana State","$780,400","$780,400",
3,80,KC,,Grant Gambrell,P,21,/,"CO
                    
                    
                    Oregon State","$767,800","$650,000","$117,800"
3,81,CHW,,Andrew Dalquist,P,18,/,"HS
                    
                    
                    Redondo Union HS (CA)","$755,300","$2,000,000","-$1,244,700"
3,82,MIA,,Peyton Burdick,CF,22,/,"CO
                    
                    
                    Wright State (OH)","$744,200","$397,500","$346,700"
3,83,DET,,Andre Lipcius,3B,21,R / R,"CO
                    
                    
                    Tennessee","$733,100","$733,100",
3,84,SD,,Hudson Head,CF,18,L / L,"HS
                    
                    
                    Churchill HS (TX)","$721,900","$3,000,000","-$2,278,100"
3,85,CIN,,Tyler Callihan,2B,19,/,"HS
                    
                    
                    Providence HS (FL)","$710,700","$1,500,000","-$789,300"
3,86,TEX,,Justin Slaten,P,21,/,"CO
                    
                    
                    New Mexico","$699,700","$575,000","$124,700"
3,87,SF,,Grant McCray,CF,18,/,"HS
                    
                    
                    Lakewood Ranch HS (FL)","$689,300","$697,500","-$8,200"
3,88,TOR,,Dasan Brown,CF,17,/,"HS
                    
                    
                    Abbey Park HS (ON)","$678,600","$800,000","-$121,400"
3,89,NYM,,Matt Allan,P,18,/,"HS
                    
                    
                    Seminole HS (FL)","$667,900","$2,500,000","-$1,832,100"
3,90,MIN,,Spencer Steer,SS,21,R / R,"CO
                    
                    
                    Oregon","$657,600","$575,000","$82,600"
3,91,PHI,,Jamari Baylor,SS,18,R / R,"HS
                    
                    
                    Benedictine HS (VA)","$647,300","$675,000","-$27,700"
3,92,LAA,,Jack Kochanowicz,P,18,/,"HS
                    
                    
                    Harriton HS (PA)","$637,600","$1,250,000","-$612,400"
3,93,ARI,,Tristin English,1B,22,R / R,"CO
                    
                    
                    Georgia Tech","$627,900","$500,000","$127,900"
3,94,WSH,,Drew Mendoza,3B,21,/,"CO
                    
                    
                    Florida State","$618,200","$800,000","-$181,800"
3,95,PIT,,Matt Fraizer,CF,21,L / R,"CO
                    
                    
                    Arizona","$610,800","$525,000","$85,800"
3,96,STL,,Tony Locey,P,20,/,"CO
                    
                    
                    Georgia","$604,800","$604,800",
3,97,SEA,,Levi Stoudt,P,21,/,"CO
                    
                    
                    Lehigh","$599,100","$339,000","$260,100"
3,98,ATL,,Michael Harris II,P,18,L / L,"HS
                    
                    
                    Stockbridge HS (GA)","$593,100","$550,000","$43,100"
3,99,TB,,Shane Sasaki,CF,19,/,"HS
                    
                    
                    Iolani HS (HI)","$587,400","$475,000","$112,400"
3,100,COL,,Jacob Wallace,P,20,/,"CO
                    
                    
                    Connecticut","$581,600","$581,600",
3,101,CLE,,Joe Naranjo,1B,18,/,"HS
                    
                    
                    Ayala HS (CA)","$577,000","$770,000","-$193,000"
3,102,LAD,,Ryan Pepiot,P,21,R / R,"CO
                    
                    
                    Butler (IN)","$571,400","$547,500","$23,900"
3,103,CHC,,Michael McAvene,P,21,R / R,"CO
                    
                    
                    Louisville","$565,600","$500,000","$65,600"
3,104,OAK,,Marcus Smith,CF,18,/,"HS
                    
                    
                    Pembroke Hill HS (MO)","$560,000","$400,000","$160,000"
3,105,NYY,,Jacob Sanford,CF,21,/,"CO
                    
                    
                    Western Kentucky","$554,300","$597,500","-$43,200"
3,106,HOU,,Jordan Brewer,CF,21,/,"CO
                    
                    
                    Michigan","$549,000","$500,000","$49,000"
3,107,BOS,,Ryan Zeferjahn,P,21,/,"CO
                    
                    
                    Kansas","$543,500","$500,000","$43,500"
4,108,BAL,,Joey Ortiz,SS,21,/,"CO
                    
                    
                    New Mexico State","$538,200","$450,000","$88,200"
4,109,KC,,Michael Massey,2B,21,L / R,"CO
                    
                    
                    Illinois","$533,000","$472,500","$60,500"
4,110,CHW,,James Beard,CF,18,/,"HS
                    
                    
                    Loyd Star HS (MS)","$527,800","$350,000","$177,800"
4,111,MIA,,Evan Edwards,1B,22,/,"CO
                    
                    
                    North Carolina State","$522,600","$122,500","$400,100"
4,112,DET,,Ryan Kreidler,SS,21,/,"CO
                    
                    
                    California-Los Angeles","$517,400","$517,400",
4,113,SD,,Matt Brash,P,21,R / R,"CO
                    
                    
                    Niagara (NY)","$512,400","$512,400",
4,114,CIN,,Ivan Johnson,2B,20,/,"JC
                    
                    
                    Chipola JC (FL)","$507,400","$397,500","$109,900"
4,115,TEX,,Cody Freeman,SS,18,/,"HS
                    
                    
                    Etiwanda HS (CA)","$502,300","$900,000","-$397,700"
4,116,SF,,Tyler Fitzgerald,SS,21,/,"CO
                    
                    
                    Louisville","$497,500","$497,500",
4,117,TOR,,Will Robertson,RF,21,/,"CO
                    
                    
                    Creighton (NE)","$492,700","$422,500","$70,200"
4,118,NYM,,Jake Mangum,CF,23,/,"CO
                    
                    
                    Mississippi State","$487,900","$20,000","$467,900"
4,119,MIN,,Seth Gray,3B,21,/,"CO
                    
                    
                    Wright State (OH)","$483,000","$483,000",
4,120,PHI,,Erik Miller,P,21,/,Stanford,"$478,300","$428,300","$50,000"
4,121,LAA,,Erik Rivera,P,18,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$473,700","$597,500","-$123,800"
4,122,ARI,,GJ Hill Jr.,SS,18,S / R,"HS
                    
                    
                    Santa Cruz HS (CA)","$469,000","$850,000","-$381,000"
4,123,WSH,,Matt Cronin,P,21,L / L,"CO
                    
                    
                    Arkansas","$464,500","$464,500",
4,124,PIT,,J.C. Flowers,P,21,/,"CO
                    
                    
                    Florida State","$460,000","$500,000","-$40,000"
4,125,STL,,Andre Pallante,P,20,R / R,"CO
                    
                    
                    California-Irvine","$455,600","$455,600",
4,126,SEA,,Tim Elliott,P,21,/,"CO
                    
                    
                    Georgia","$451,800","$400,000","$51,800"
4,127,ATL,,Kasey Kalich,P,21,/,"CO
                    
                    
                    Texas A&M","$447,400","$347,500","$99,900"
4,128,TB,,Graeme Stinson,P,21,/,"CO
                    
                    
                    Duke","$442,900","$440,400","$2,500"
4,129,COL,,Brenton Doyle,RF,21,/,"CO
                    
                    
                    Shepherd (WV)","$438,700","$500,000","-$61,300"
4,130,CLE,,Christian Cairo,SS,18,/,"HS
                    
                    
                    Calvary Christian HS (FL)","$434,300","$955,000","-$520,700"
4,131,LAD,,Brandon Lewis,3B,20,/,"CO
                    
                    
                    California-Irvine","$430,800","$372,500","$58,300"
4,132,CHC,,Chris Clarke,P,20,/,"CO
                    
                    
                    Southern California","$426,600","$426,600",
4,133,MIL,,Nick Kahle,C,21,/,"CO
                    
                    
                    Washington","$422,300","$325,000","$97,300"
4,134,OAK,,Kyle McCann,C,21,L / R,"CO
                    
                    
                    Georgia Tech","$418,200","$500,000","-$81,800"
4,135,NYY,,Jake Agnos,P,21,/,"CO
                    
                    
                    East Carolina (NC)","$414,000","$411,500","$2,500"
4,136,HOU,,Colin Barber,CF,18,/,"HS
                    
                    
                    Pleasant Valley HS (CA)","$410,100","$1,000,000","-$589,900"
4,137,BOS,,Noah Song,P,22,/,"CO
                    
                    
                    Navy","$406,000","$100,000","$306,000"
5,138,BAL,,Darell Hernaiz,SS,17,/,"HS
                    
                    
                    Americas HS (TX)","$402,000","$400,000","$2,000"
5,139,KC,,John Rave,CF,21,/,"CO
                    
                    
                    Illinois State","$398,000","$297,500","$100,500"
5,140,CHW,,Dan Metzdorf,P,23,/,"CO
                    
                    
                    Boston College (MA)","$394,300","$10,000","$384,300"
5,141,MIA,,Evan Fitterer,P,19,/,"HS
                    
                    
                    Aliso Niguel HS (CA)","$390,400","$1,500,000","-$1,109,600"
5,142,DET,,Bryant Packard,LF,21,/,"CO
                    
                    
                    East Carolina (NC)","$386,600","$386,600",
5,143,SD,,Chris Lincoln,P,21,/,"CO
                    
                    
                    California-Santa Barbara","$382,700","$325,000","$57,700"
5,144,CIN,,Evan Kravetz,P,22,/,"CO
                    
                    
                    Rice (TX)","$379,000","$112,500","$266,500"
5,145,TEX,,Kellen Strahm,CF,22,/,"CO
                    
                    
                    San Jose State","$375,200","$205,000","$170,200"
5,146,SF,,Garrett Frechette,1B,18,/,"HS
                    
                    
                    Orange Lutheran HS (CA)","$371,600","$797,500","-$425,900"
5,147,TOR,,Tanner Morris,SS,20,/,"CO
                    
                    
                    Virginia","$367,900","$400,000","-$32,100"
5,148,NYM,,Nate Jones,P,22,/,"CO
                    
                    
                    Northwestern State (LA)","$364,400","$10,000","$354,400"
5,149,MIN,,Will Holland,SS,21,/,"CO
                    
                    
                    Auburn (AL)","$360,800","$575,000","-$214,200"
5,150,PHI,,Gunner Mayer,P,18,/,"JC
                    
                    
                    San Joaquin Delta JC (CA)","$357,100","$600,000","-$242,900"
5,151,LAA,,Garrett Stallings,P,21,/,"CO
                    
                    
                    Tennessee","$353,700","$312,500","$41,200"
5,152,ARI,,Conor Grammes,P,22,R / R,"CO
                    
                    
                    Xavier (OH)","$350,300","$300,000","$50,300"
5,153,WSH,,Tyler Dyson,P,21,/,"CO
                    
                    
                    Florida","$346,800","$500,000","-$153,200"
5,154,PIT,,Grant Ford,P,21,/,"CO
                    
                    
                    Nevada","$343,400","$422,500","-$79,100"
5,155,STL,,Connor Thomas,P,21,/,"CO
                    
                    
                    Georgia Tech","$340,000","$340,000",
5,156,SEA,,Austin Shenton,3B,21,L / R,"CO
                    
                    
                    Florida International","$336,600","$336,600",
5,157,ATL,,Stephen Paolini,CF,18,/,"HS
                    
                    
                    St. Joseph HS (CT)","$333,300","$600,000","-$266,700"
5,158,TB,,Ben Brecht,P,21,/,"CO
                    
                    
                    California-Santa Barbara","$330,100","$297,500","$32,600"
5,159,COL,,Will Ethridge,P,21,/,"CO
                    
                    
                    Mississippi","$327,200","$327,200",
5,160,CLE,,Hunter Gaddis,P,21,/,"CO
                    
                    
                    Georgia State","$324,100","$415,000","-$90,900"
5,161,LAD,,Jack Little,P,21,/,"CO
                    
                    
                    Stanford (CA)","$321,100","$321,100",
5,162,CHC,,Josh Burgmann,P,21,/,"CO
                    
                    
                    Washington","$318,200","$225,000","$93,200"
5,163,MIL,,Thomas Dillard,C,21,/ R,"CO
                    
                    
                    Mississippi","$315,400","$400,000","-$84,600"
5,164,OAK,,Jalen Greer,SS,18,/,"HS
                    
                    
                    St. Rita HS (IL)","$312,400","$300,000","$12,400"
5,165,NYY,,Ken Waldichuk,P,21,L / L,"CO
                    
                    
                    St. Mary's College (CA)","$309,500","$307,000","$2,500"
5,166,HOU,,Hunter Brown,P,20,R / R,"CO
                    
                    
                    Wayne State (MI)","$306,800","$325,000","-$18,200"
5,167,BOS,,Jaxx Groshans,C,21,/,"CO
                    
                    
                    Kansas","$304,200","$304,200",
6,168,BAL,,Maverick Handley,C,21,/,"CO
                    
                    
                    Stanford (CA)","$301,600","$250,000","$51,600"
6,169,KC,,Dante Biasi,P,21,/,"CO
                    
                    
                    Pennsylvania State","$299,000","$247,500","$51,500"
6,170,CHW,,Avery Weems,P,22,/,"CO
                    
                    
                    Arizona","$296,400","$10,000","$286,400"
6,171,MIA,,MD Johnson,P,22,/,"CO
                    
                    
                    Dallas Baptist (TX)","$293,800","$17,500","$276,300"
6,172,DET,,Cooper Johnson,C,21,R / R,"CO
                    
                    
                    Mississippi","$291,400","$291,400",
6,173,SD,,Drake Fellows,P,21,/,Vanderbilt,"$289,000","$260,000","$29,000"
6,174,CIN,,Graham Ashcraft,P,21,L / R,"CO
                    
                    
                    Alabama-Birmingham","$286,500","$247,500","$39,000"
6,175,TEX,,Cody Bradford,P,21,R / R,"CO
                    
                    
                    Baylor (TX)","$284,200","$700,000","-$415,800"
6,176,SF,,Dilan Rosario,SS,18,/,"HS
                    
                    
                    Colegio Marista (PR)","$281,800","$650,000","-$368,200"
6,177,TOR,,Cam Eden,SS,21,/,"CO
                    
                    
                    California-Berkeley","$279,500","$222,500","$57,000"
6,178,NYM,,Zach Ashford,CF,22,/,"CO
                    
                    
                    California State-Fresno","$277,100","$10,000","$267,100"
6,179,MIN,,Sawyer Gipson-Long,P,21,/,"CO
                    
                    
                    Mercer","$274,800","$215,000","$59,800"
6,180,PHI,,Andrew Schultz,P,21,/,"CO
                    
                    
                    Tennessee","$272,500","$225,000","$47,500"
6,181,LAA,,Zach Peek,P,21,/,"CO
                    
                    
                    Winthrop (SC)","$270,300","$267,800","$2,500"
6,182,ARI,,Andrew Saalfrank,P,21,/,"CO
                    
                    
                    Indiana","$268,200","$225,000","$43,200"
6,183,WSH,,Jackson Cluff,SS,22,L / R,"CO
                    
                    
                    Brigham Young (UT)","$266,000","$200,000","$66,000"
6,184,PIT,,Will Matthiesen,P,21,/,"CO
                    
                    
                    Stanford (CA)","$263,700","$261,200","$2,500"
6,185,STL,,Pedro Pages,C,20,/,"CO
                    
                    
                    Florida Atlantic","$261,600","$250,000","$11,600"
6,186,SEA,,Michael Limoncelli,P,19,/,"HS
                    
                    
                    Horseheads HS (NY)","$259,400","$500,000","-$240,600"
6,187,ATL,,Tanner Gordon,P,21,/,"CO
                    
                    
                    Indiana","$257,400","$212,500","$44,900"
6,188,TB,,Colby White,P,21,/,"CO
                    
                    
                    Mississippi State","$255,300","$197,500","$57,800"
6,189,COL,,Gavin Hollowell,P,21,/,"CO
                    
                    
                    St. John's (NY)","$253,300","$225,000","$28,300"
6,190,CLE,,Jordan Brown,SS,17,/,"HS
                    
                    
                    Junipero Serra HS (CA)","$251,100","$230,000","$21,100"
6,191,LAD,,Aaron Ochsenbein,P,23,/,"CO
                    
                    
                    Eastern Kentucky","$249,000","$72,500","$176,500"
6,192,CHC,,Ethan Hearn,C,18,/,"HS
                    
                    
                    Mobile Christian HS (AL)","$247,000","$950,000","-$703,000"
6,193,MIL,,Nick Bennett,P,21,/,"CO
                    
                    
                    Louisville","$244,900","$244,900",
6,194,OAK,,Seth Shuman,P,21,/,"CO
                    
                    
                    Georgia Southern","$243,000","$235,000","$8,000"
6,195,NYY,,Hayden Wesneski,P,21,/,"CO
                    
                    
                    Sam Houston State (TX)","$241,000","$217,500","$23,500"
6,196,HOU,,Matthew Barefoot,CF,21,/,"CO
                    
                    
                    Campbell (NC)","$239,000","$150,000","$89,000"
6,197,BOS,,Chris Murphy,P,21,/,"CO
                    
                    
                    San Diego (CA)","$237,000","$200,000","$37,000"
7,198,BAL,,Johnny Rizer,OF,22,/,"CO
                    
                    
                    Texas Christian","$235,100","$15,000","$220,100"
7,199,KC,,Noah Murdock,P,20,/,"CO
                    
                    
                    Virginia","$233,000","$230,500","$2,500"
7,200,CHW,,Karan Patel,P,22,/,"CO
                    
                    
                    Texas-San Antonio","$231,100","$10,000","$221,100"
7,201,MIA,,Bryan Hoeing,P,22,R / R,"CO
                    
                    
                    Louisville (KY)","$229,700","$229,700",
7,202,DET,,Zack Hess,P,22,/,"CO
                    
                    
                    Louisiana State","$227,700","$227,700",
7,203,SD,,Connor Lehmann,P,22,/,"CO
                    
                    
                    St. Louis (MO)","$225,800","$35,000","$190,800"
7,204,CIN,,Eric Yang,C,21,/,"CO
                    
                    
                    California-Santa Barbara","$224,000","$197,500","$26,500"
7,205,TEX,,Brandon Sproat,P,18,R / R,"HS
                    
                    
                    Pace HS (FL)","$222,100",Unsigned,
7,206,SF,,Armani Smith,OF,21,/,"CO
                    
                    
                    California-Santa Barbara","$220,200","$297,500","-$77,300"
7,207,TOR,,L.J. Talley,2B,22,/,"CO
                    
                    
                    Georgia","$218,500","$22,500","$196,000"
7,208,NYM,,Luke Ritter,2B,22,/,"CO
                    
                    
                    Wichita State (KS)","$216,600","$10,000","$206,600"
7,209,MIN,,Anthony Prato,SS,21,/,"CO
                    
                    
                    Connecticut","$214,900","$274,800","-$59,900"
7,210,PHI,,Brett Schulze,P,21,/,"CO
                    
                    
                    Minnesota","$213,300","$175,000","$38,300"
7,211,LAA,,Davis Daniel,P,22,/,"CO
                    
                    
                    Auburn (AL)","$211,500","$172,500","$39,000"
7,212,ARI,,Spencer Brickhouse,1B,21,L / R,"CO
                    
                    
                    East Carolina (NC)","$209,800","$190,000","$19,800"
7,213,WSH,,Todd Peterson,P,21,/,"CO
                    
                    
                    Louisiana State","$208,200","$220,000","-$11,800"
7,214,PIT,,Blake Sabol,RF,21,/,"CO
                    
                    
                    Southern California","$206,500","$247,500","-$41,000"
7,215,STL,,Jack Ralston,P,21,/,"CO
                    
                    
                    California-Los Angeles","$204,800","$204,800",
7,216,SEA,,Adam Macko,P,18,/,"HS
                    
                    
                    Vauxhall HS (AB)","$203,400","$250,000","-$46,600"
7,217,ATL,,Darius Vines,P,21,/,"CO
                    
                    
                    California State-Bakersfield","$201,600","$127,500","$74,100"
7,218,TB,,Jake Guenther,1B,22,/,"CO
                    
                    
                    Texas Christian","$200,100","$197,600","$2,500"
7,219,COL,,Jared Horn,P,20,/,"CO
                    
                    
                    California-Berkeley","$198,500","$198,500",
7,220,CLE,,Xzavion Curry,P,20,/,"CO
                    
                    
                    Georgia Tech","$197,300","$125,000","$72,300"
7,221,LAD,,Nick Robertson,P,21,/,"CO
                    
                    
                    James Madison","$195,700","$177,500","$18,200"
7,222,CHC,,Brad Deppermann,P,23,/,"CO
                    
                    
                    North Florida","$194,400","$50,000","$144,400"
7,223,MIL,,Gabe Holt,CF,21,/,"CO
                    
                    
                    Texas Tech","$192,900","$450,000","-$257,100"
7,224,OAK,,Drew Millas,C,21,/,"CO
                    
                    
                    Missouri State","$191,500","$170,000","$21,500"
