Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
3,102,CLE,,Johnathan Rodriguez,OF,17,/,"HS
                    
                    
                    Carlos Beltran Baseball Academy (PR...","$527,600","$450,000","$77,600"
3,103,WSH,,Nick Raquet,P,21,R / L,"CO
                    
                    
                    William & Mary (VA)","$522,300","$475,000","$47,300"
3,104,TEX,,Matt Whatley,C,21,R / R,"CO
                    
                    
                    Oral Roberts (OK)","$517,100","$517,100",
3,105,CHC,,Keegan Thompson,P,22,R / R,"CO
                    
                    
                    Auburn (AL)","$511,900","$511,900",
4,106,MIN,,Charlie Barnes,P,21,L / L,"CO
                    
                    
                    Clemson (SC)","$507,000","$450,000","$57,000"
4,107,CIN,,Cash Case,SS,18,/,"HS
                    
                    
                    The First Academy (FL)","$501,900","$1,000,000","-$498,100"
4,108,SD,,Sam Keating,P,18,/,"HS
                    
                    
                    Canterbury HS (FL)","$497,000","$900,000","-$403,000"
4,109,TB,,Drew Strotman,P,20,R / R,"CO
                    
                    
                    St. Mary's College (CA)","$492,200","$367,500","$124,700"
4,110,ATL,,Troy Bacon,P,20,/,"JC
                    
                    
                    Santa Fe JC (FL)","$487,400","$400,000","$87,400"
4,111,OAK,,Will Toffey,3B,22,/,Vanderbilt,"$482,600","$482,600",
4,112,ARI,,Harrison Francis,P,18,R / R,"HS
                    
                    
                    Chiles HS (FL)","$477,800","$477,800",
4,113,PHI,,Jake Scheiner,3B,21,/,"CO
                    
                    
                    Houston (TX)","$473,200","$375,000","$98,200"
4,114,MIL,,Brendan Murphy,P,18,/,"HS
                    
                    
                    Mundelein HS (IL)","$486,600","$500,000","-$13,400"
4,115,LAA,,John Swanda,P,18,/,"HS
                    
                    
                    Roosevelt HS (IA)","$463,900","$625,000","-$161,100"
4,116,COL,,Pearson McMahan,P,21,/,"JC
                    
                    
                    St. Johns River State JC (FL)","$459,400","$430,000","$29,400"
4,117,CHW,,Lincoln Henzman,P,22,R / R,"CO
                    
                    
                    Louisville (KY)","$454,900","$450,000","$4,900"
4,118,PIT,,Jason Delay,C,22,/,"CO
                    
                    
                    Vanderbilt (TN)","$450,500","$100,000","$350,500"
4,119,MIA,,Colton Hock,P,21,/,"CO
                    
                    
                    Stanford (CA)","$446,000","$500,000","-$54,000"
4,120,KC,,Michael Gigliotti,CF,20,/,"CO
                    
                    
                    Lipscomb (TN)","$441,700","$397,500","$44,200"
4,121,HOU,,Peter Solomon,P,20,R / R,"CO
                    
                    
                    Notre Dame","$437,400","$420,000","$17,400"
4,122,NYY,,Canaan Smith-Njigba,LF,18,L / R,"HS
                    
                    
                    Rockwall-Heath HS (TX)","$433,100","$497,500","-$64,400"
4,123,SEA,,Seth Elledge,P,21,R / R,"CO
                    
                    
                    Dallas Baptist (TX)","$428,900","$400,000","$28,900"
4,124,STL,,Kramer Robertson,SS,22,/,"CO
                    
                    
                    Louisiana State","$424,800","$150,000","$274,800"
4,125,DET,,Gio Arriera,P,19,/,"JC
                    
                    
                    Palm Beach State JC (FL)","$420,700","$325,000","$95,700"
4,126,SF,,Garrett Cave,P,21,/,"CO
                    
                    
                    Tampa (FL)","$417,200","$417,200",
4,127,NYM,,Tony Dibrell,P,21,/,"CO
                    
                    
                    Kennesaw State","$413,100","$380,000","$33,100"
4,128,BAL,,Jack Conlon,P,18,/,"HS
                    
                    
                    Clements HS (TX)","$409,000",Unsigned,
4,129,TOR,,Kevin Smith,SS,21,R / R,"CO
                    
                    
                    Maryland","$405,100","$405,100",
4,130,LAD,,James Marinan,P,18,R / R,"HS
                    
                    
                    Park Vista HS (FL)","$401,000","$825,000","-$424,000"
4,131,BOS,,Jake Thompson,P,22,/,"CO
                    
                    
                    Oregon State","$397,800","$350,000","$47,800"
4,132,CLE,,Ernie Clement,2B,21,R / R,"CO
                    
                    
                    Virginia","$393,900","$350,000","$43,900"
4,133,WSH,,Cole Freeman,2B,22,/,"CO
                    
                    
                    Louisiana State","$390,000","$340,000","$50,000"
4,134,TEX,,Ryan Dease,P,18,/,"HS
                    
                    
                    TNXL Academy (FL)","$386,100","$340,000","$46,100"
4,135,CHC,,Erich Uelmen,P,21,R / R,"CO
                    
                    
                    California State Poly-San Luis Obis...","$382,300","$382,300",
5,136,MIN,,Andrew Bechtold,3B,21,/,"JC
                    
                    
                    Chipola JC (FL)","$378,700","$600,000","-$221,300"
5,137,CIN,,Mac Sceroler,RP,22,R / R,"CO
                    
                    
                    Southeastern Louisiana","$374,900","$297,500","$77,400"
5,138,SD,,Jonny Homza,3B,18,/,"HS
                    
                    
                    South HS (AK)","$371,200","$250,000","$121,200"
5,139,TB,,Josh Fleming,SP,21,R / L,"CO
                    
                    
                    Webster (MO)","$367,500","$275,000","$92,500"
5,140,ATL,,Bruce Zimmermann,SP,22,L / L,"CO
                    
                    
                    Mount Olive (NC)","$364,100","$10,000","$354,100"
5,141,OAK,,Santi Sanchez,C,18,/,"HS
                    
                    
                    International Baseball Academy (PR)","$360,500","$450,000","-$89,500"
5,142,ARI,,Buddy Kennedy,3B,18,R / R,"HS
                    
                    
                    Millville Senior HS (NJ)","$356,900","$550,000","-$193,100"
5,143,PHI,,Ethan Lindow,P,18,/,"HS
                    
                    
                    Locust Grove HS (GA)","$353,400","$500,000","-$146,600"
5,144,MIL,,Nick Egnatuk,3B,18,/,"HS
                    
                    
                    Immaculata HS (NJ)","$349,900","$500,000","-$150,100"
5,145,LAA,,JoJo Booker,P,18,/,"HS
                    
                    
                    Miller HS (AL)","$346,500",Unsigned,
5,146,COL,,Nick Kennedy,P,21,/,"CO
                    
                    
                    Texas","$343,100","$343,100",
5,147,CHW,,Tyler Johnson,P,21,R / R,"CO
                    
                    
                    South Carolina","$339,800","$390,000","-$50,200"
5,148,PIT,,Deon Stafford,C,21,/,"CO
                    
                    
                    St. Joseph's (PA)","$336,500","$315,000","$21,500"
5,149,MIA,,Ryan Lillie,P,21,/,"CO
                    
                    
                    California-Riverside","$333,100","$320,000","$13,100"
5,150,KC,,Charlie Neuweiler,P,18,/,"HS
                    
                    
                    McClancy Memorial HS (NY)","$329,800","$397,500","-$67,700"
5,151,HOU,,Nathan Perry,C,18,/,"HS
                    
                    
                    Bassett HS (VA)","$326,600","$230,000","$96,600"
5,152,NYY,,Glenn Otto,P,21,R / R,"CO
                    
                    
                    Rice (TX)","$323,400","$320,900","$2,500"
5,153,SEA,,David Banuelos,C,20,R / R,"CO
                    
                    
                    California State-Long Beach","$320,300","$300,000","$20,300"
5,154,STL,,Zach Kirtley,2B,20,/,"CO
                    
                    
                    St. Mary's College (CA)","$317,100","$317,100",
5,155,DET,,Sam McMillan,C,18,/,"HS
                    
                    
                    Suwannee HS (FL)","$313,900","$1,000,000","-$686,100"
5,156,SF,,Jason Bahr,P,22,/,"CO
                    
                    
                    Central Florida","$310,800","$250,000","$60,800"
5,157,NYM,,Matt Winaker,OF,21,/,"CO
                    
                    
                    Stanford (CA)","$307,800","$280,000","$27,800"
5,158,BAL,,Lamar Sparks,CF,18,/,"HS
                    
                    
                    Seven Lakes HS (TX)","$304,800","$304,800",
5,159,TOR,,Cullen Large,2B,21,/,"CO
                    
                    
                    William & Mary (VA)","$302,100","$302,100",
5,160,LAD,,Riley Ottesen,P,22,/,"CO
                    
                    
                    Utah","$299,300","$197,500","$101,800"
5,161,BOS,,Alex Scherff,P,19,/,"HS
                    
                    
                    Colleyville Heritage HS (TX)","$396,500","$700,000","-$303,500"
5,162,CLE,,Austen Wade,CF,21,/,"CO
                    
                    
                    Texas Christian","$293,800","$293,800",
5,163,WSH,,Brigham Hill,P,22,/,"CO
                    
                    
                    Texas A&M","$291,200","$291,200",
5,164,TEX,,Jacob Latz,P,21,/,"CO
                    
                    
                    Kent State","$288,500","$386,100","-$97,600"
5,165,CHC,,Nelson Velazquez,OF,18,R / R,"HS
                    
                    
                    PJ Education School (PR)","$285,800","$285,800",
6,166,MIN,,Ricardo De La Torre,SS,18,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$283,300","$550,000","-$266,700"
6,167,CIN,,Tyler Buffett,P,22,/,"CO
                    
                    
                    Oklahoma State","$280,900","$70,000","$210,900"
6,168,SD,,Aaron Leasher,P,21,/,"CO
                    
                    
                    Morehead State (KY)","$278,500","$240,000","$38,500"
6,169,TB,,Zach Rutherford,SS,21,/,"CO
                    
                    
                    Old Dominion (VA)","$276,100","$262,500","$13,600"
6,170,ATL,,Jordan Rodgers,3B,22,/,"CO
                    
                    
                    Tennessee","$273,700","$5,000","$268,700"
6,171,OAK,,Logan Salow,P,22,/,"CO
                    
                    
                    Kentucky","$271,300","$100,000","$171,300"
6,172,ARI,,Brian Shaffer,P,20,/,"CO
                    
                    
                    Maryland","$269,100","$255,000","$14,100"
6,173,PHI,,Dalton Guthrie,SS,21,R / R,"CO
                    
                    
                    Florida","$266,800","$350,000","-$83,200"
6,174,MIL,,Devin Hairston,SS,21,/,"CO
                    
                    
                    Louisville","$264,500","$210,000","$54,500"
6,175,LAA,,Jonah Todd,CF,21,/,Auburn,"$262,400","$210,000","$52,400"
6,176,COL,,Chad Spanberger,1B,21,/,"CO
                    
                    
                    Arkansas","$260,200","$260,200",
6,177,CHW,,Kade McClure,P,21,R / R,"CO
                    
                    
                    Louisville","$258,100","$330,000","-$71,900"
6,178,PIT,,Cody Bolton,P,19,R / R,"HS
                    
                    
                    Tracy HS (CA)","$255,900","$300,000","-$44,100"
6,179,MIA,,Taylor Braley,P,21,/,"CO
                    
                    
                    Southern Mississippi","$253,800","$250,000","$3,800"
6,180,KC,,Tyler Zuber,P,22,R / R,"CO
                    
                    
                    Arkansas State","$251,700","$2,500","$249,200"
6,181,HOU,,Jake Adams,1B,21,/,"CO
                    
                    
                    Iowa","$249,600","$249,600",
6,182,NYY,,Dalton Lehnen,P,21,/,"CO
                    
                    
                    Augustana (SD)","$247,600","$245,100","$2,500"
6,183,SEA,,Oliver Jaskie,P,21,/,"CO
                    
                    
                    Michigan","$245,600","$245,600",
6,184,STL,,Zach Jackson,C,19,/,"HS
                    
                    
                    Winter Haven HS (FL)","$243,500","$400,000","-$156,500"
6,185,DET,,Dane Myers,P,21,/,"CO
                    
                    
                    Rice (TX)","$241,600","$241,600",
6,186,SF,,Bryce Johnson,CF,21,S / R,Sam Houston State,"$239,600","$210,000","$29,600"
6,187,NYM,,Marcel Renteria,P,22,/,"CO
                    
                    
                    New Mexico State","$237,600","$125,000","$112,600"
6,188,BAL,,Mason McCoy,SS,22,R / R,"CO
                    
                    
                    Iowa","$235,700","$10,000","$225,700"
6,189,TOR,,Brock Lundquist,OF,21,/,"CO
                    
                    
                    California State-Long Beach","$233,900","$125,000","$108,900"
6,190,LAD,,Wills Montgomerie,P,22,/,"CO
                    
                    
                    Connecticut","$231,900","$197,500","$34,400"
6,191,BOS,,Zach Schellenger,P,21,/,"CO
                    
                    
                    Seton Hall (NJ)","$230,000","$175,000","$55,000"
6,192,CLE,,Michael Rivera,C,21,/,"CO
                    
                    
                    Florida","$228,000","$200,000","$28,000"
6,193,WSH,,Kyle Johnston,P,21,R / R,"CO
                    
                    
                    Texas","$226,100","$226,100",
6,194,TEX,,Noah Bremer,P,21,/,"CO
                    
                    
                    Washington","$224,400","$150,000","$74,400"
6,195,CHC,,Jeremiah Estrada,P,18,/,"HS
                    
                    
                    Palm Desert HS (CA)","$222,600","$1,000,000","-$777,400"
7,196,MIN,,Ryley Widell,P,20,/,"JC
                    
                    
                    Central Arizona JC","$220,700","$400,000","-$179,300"
7,197,CIN,,Mark Kolozsvary,C,21,R / R,"CO
                    
                    
                    Florida","$218,800","$147,500","$71,300"
7,198,SD,,Nick Margevicius,RP,21,L / L,"CO
                    
                    
                    Rider (NJ)","$217,700","$160,000","$57,700"
7,199,TB,,Hunter Schryver,P,22,/,"CO
                    
                    
                    Villanova (PA)","$215,200","$75,500","$139,700"
7,200,ATL,,Landon Hughes,P,22,/,"CO
                    
                    
                    Georgia Southern","$213,400","$1,000","$212,400"
7,201,OAK,,Parker Dunshee,P,22,R / R,"CO
                    
                    
                    Wake Forest (NC)","$212,100","$25,000","$187,100"
7,202,ARI,,José Caballero,SS,20,/,"JC
                    
                    
                    Chipola JC (FL)","$210,300","$175,000","$35,300"
7,203,PHI,,Nick Maton,SS,20,L / R,"JC
                    
                    
                    Lincoln Land JC (IL)","$208,500","$353,400","-$144,900"
7,204,MIL,,Bowden Francis,P,21,R / R,"JC
                    
                    
                    Chipola JC (FL)","$206,800","$235,000","-$28,200"
7,205,LAA,,Dennis Brady,P,20,/,"JC
                    
                    
                    Mercer County JC (NJ)","$205,100","$200,000","$5,100"
7,206,COL,,Lucas Gilbreath,P,21,L / L,"CO
                    
                    
                    Minnesota","$203,400","$203,400",
7,207,CHW,,Evan Skoug,C,21,/,"CO
                    
                    
                    Texas Christian","$201,700","$300,000","-$98,300"
7,208,PIT,,Jared Oliva,CF,21,R / R,"CO
                    
                    
                    Arizona","$200,000","$200,000",
7,209,MIA,,Sean Guenther,P,21,L / L,"CO
                    
                    
                    Notre Dame (IN)","$198,500","$198,500",
7,210,KC,,Brewer Hicklen,OF,21,R / R,"CO
                    
                    
                    Alabama-Birmingham","$196,900","$337,500","-$140,600"
7,211,HOU,,Parker Mushinski,P,21,L / L,"CO
                    
                    
                    Texas Tech","$195,300","$195,300",
7,212,NYY,,Dalton Higgins,P,21,/,Dallas Baptist,"$193,700","$227,500","-$33,800"
7,213,SEA,,Max Roberts,P,19,R / L,"JC
                    
                    
                    Wabash Valley JC (IL)","$192,900","$192,900",
7,214,STL,,Chase Pinder,CF,21,R / R,"CO
                    
                    
                    Clemson (SC)","$190,700","$300,000","-$109,300"
7,215,DET,,Brad Bass,P,21,/,"CO
                    
                    
                    Notre Dame","$189,100","$189,100",
7,216,SF,,Logan Harasta,P,20,/,"CO
                    
                    
                    Buffalo (NY)","$187,800","$140,000","$47,800"
7,217,NYM,,Conner O'Neil,P,22,/,"CO
                    
                    
                    California State-Northridge","$186,200","$10,000","$176,200"
7,218,BAL,,Ben Breazeale,C,22,/,"CO
                    
                    
                    Wake Forest (NC)","$184,800","$10,000","$174,800"
7,219,TOR,,Colton Laws,P,21,/,"CO
                    
                    
                    North Carolina-Charlotte","$183,300","$183,300",
7,220,LAD,,Zach Pop,RP,20,R / R,"CO
                    
                    
                    Kentucky","$182,200","$147,500","$34,700"
7,221,BOS,,Tyler Esplin,OF,18,/,"HS
                    
                    
                    IMG Academy (FL)","$180,700","$250,000","-$69,300"
