Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
1,30,BAL,Comp. Bal.,Jordan Westburg,SS,21,/,"CO
                    
                    
                    Mississippi State","$2,365,500","$2,365,500",
1,31,PIT,Comp. Bal.,Carmen Mlodzinski,P,21,/,"CO
                    
                    
                    South Carolina","$2,312,000","$2,050,000","$262,000"
1,32,KC,Comp. Bal.,Nick Loftin,SS,21,/,Baylor,"$2,257,300","$3,000,000","-$742,700"
1,33,ARI,Comp. Bal.,Slade Cecconi,P,21,R / R,"CO
                    
                    
                    Miami (FL)","$2,202,200","$2,384,900","-$182,700"
1,34,SD,Comp. Bal.,Justin Lange,P,18,/,"HS
                    
                    
                    Llano HS (TX)","$2,148,100","$2,000,000","$148,100"
1,35,COL,Comp. Bal.,Drew Romo,C,18,/,"HS
                    
                    
                    The Woodlands HS (TX)","$2,095,800","$2,095,800",
1,36,CLE,Comp. Bal.,Tanner Burns,P,21,/,"CO
                    
                    
                    Auburn (AL)","$2,045,400","$1,600,000","$445,400"
1,37,TB,Comp. Bal.,Alika Williams,SS,21,/,"CO
                    
                    
                    Arizona State","$1,999,300","$1,850,000","$149,300"
2,38,DET,,Dillon Dingler,C,21,/,"CO
                    
                    
                    Ohio State","$1,952,300","$1,952,300",
2,39,BAL,,Hudson Haskin,OF,21,/,"CO
                    
                    
                    Tulane (LA)","$1,906,800","$1,906,800",
2,40,MIA,,Daxton Fulton,P,18,/,"HS
                    
                    
                    Mustang HS (OK)","$1,856,700","$2,400,000","-$543,300"
2,41,KC,,Ben Hernandez,P,19,R / R,"HS
                    
                    
                    De La Salle Institute (IL)","$1,813,500","$1,450,000","$363,500"
2,42,TOR,,CJ Van Eyk,P,21,/,"CO
                    
                    
                    Florida State","$1,771,100","$1,800,000","-$28,900"
2,43,SEA,,Zach DeLoach,OF,21,L / R,"CO
                    
                    
                    Texas A&M","$1,729,800","$1,729,800",
2,44,PIT,,Jared Jones,P,18,/,"HS
                    
                    
                    La Mirada HS (CA)","$1,689,500","$2,200,000","-$510,500"
2,45,SD,,Owen Caissie,OF,18,/,"HS
                    
                    
                    Notre Dame Catholic SS (ON)","$1,650,200","$1,200,004","$450,196"
2,46,COL,,Chris McMahon,P,21,/,"CO
                    
                    
                    Miami (FL)","$1,617,400","$1,637,400","-$20,000"
2,47,CHW,,Jared Kelley,P,18,/,"HS
                    
                    
                    Refugio HS (TX)","$1,580,200","$3,000,000","-$1,419,800"
2,48,CIN,,Christian Roa,P,21,/,"CO
                    
                    
                    Texas A&M","$1,543,600","$1,543,600",
2,49,SF,,Casey Schmitt,3B,21,/,"CO
                    
                    
                    San Diego State (CA)","$1,507,600","$1,147,500","$360,100"
2,50,TEX,,Evan Carter,OF,17,/,"HS
                    
                    
                    Elizabethton HS (TN)","$1,469,900","$1,250,000","$219,900"
2,51,CHC,,Burl Carraway,P,21,L / L,"CO
                    
                    
                    Dallas Baptist (TX)","$1,436,900","$1,050,000","$386,900"
2,52,NYM,,J.T. Ginn,P,21,/,"CO
                    
                    
                    Mississippi State","$1,403,200","$2,900,000","-$1,496,800"
2,53,MIL,,Freddy Zamora,SS,21,/,"CO
                    
                    
                    Miami (FL)","$1,370,400","$1,150,000","$220,400"
2,54,STL,,Masyn Winn,SS,18,/,"HS
                    
                    
                    Kingwood HS (TX)","$1,338,500","$2,100,000","-$761,500"
2,55,WSH,,Cole Henry,P,21,/,"CO
                    
                    
                    Louisiana State","$1,307,000","$2,000,000","-$693,000"
2,56,CLE,,Logan Allen,P,21,/,"CO
                    
                    
                    Florida International","$1,276,400","$1,125,000","$151,400"
2,57,TB,,Ian Seymour,P,21,/,"CO
                    
                    
                    Virginia Tech","$1,243,600","$1,243,600",
2,58,OAK,,Jeff Criswell,P,21,/,"CO
                    
                    
                    Michigan","$1,214,300","$1,000,000","$214,300"
2,59,MIN,,Alerick Soularie,OF,21,R / R,"CO
                    
                    
                    Tennessee","$1,185,500","$900,000","$285,500"
2,60,LAD,,Landon Knack,P,23,/,"CO
                    
                    
                    East Tennessee State","$1,157,400","$715,000","$442,400"
2,61,MIA,Comp. Bal.,Kyle Nicolas,P,21,/,"CO
                    
                    
                    Ball State (IN)","$1,129,700","$1,129,700",
2,62,DET,Comp. Bal.,Danny Cabrera,OF,21,/,"CO
                    
                    
                    Louisiana State","$1,102,700","$1,200,000","-$97,300"
2,63,STL,Comp. Bal.,Tink Hence,P,17,/,"HS
                    
                    
                    Watson Chapel HS (AR)","$1,076,300","$1,115,000","-$38,700"
2,64,SEA,Comp. Bal.,Connor Phillips,P,19,/,"JC
                    
                    
                    McLennan JC (TX)","$1,050,300","$1,050,300",
2,65,CIN,Comp. Bal.,Jackson Miller,C,18,/,"HS
                    
                    
                    Mitchell HS (FL)","$1,025,100","$1,290,000","-$264,900"
2,66,LAD,Comp. Bal.,Clayton Beeter,P,21,/,"CO
                    
                    
                    Texas Tech","$1,003,300","$1,196,500","-$193,200"
2,67,SF,Comp.,Nick Swiney,P,21,/,"CO
                    
                    
                    North Carolina State","$976,700","$1,200,000","-$223,300"
2,68,SF,Comp.,Jimmy Glowenke,SS,21,/,"CO
                    
                    
                    Dallas Baptist (TX)","$953,100","$600,000","$353,100"
2,69,NYM,Comp.,Isaiah Greene,OF,18,/,"HS
                    
                    
                    Corona HS (CA)","$929,800","$850,000","$79,800"
2,70,STL,Comp.,Alec Burleson,OF,21,L / L,"CO
                    
                    
                    East Carolina (NC)","$906,800","$700,000","$206,800"
2,71,WSH,Comp.,Samuel Infante,SS,19,/,"HS
                    
                    
                    Pace HS (FL)","$884,200","$1,000,000","-$115,800"
2,72,HOU,Comp.,Alex Santos II,P,18,/,"HS
                    
                    
                     Mount Saint Michael Academy (NY)","$870,700","$1,250,000","-$379,300"
3,73,DET,,Trei Cruz,SS,22,/,"CO
                    
                    
                    Rice (TX)","$857,400","$900,000","-$42,600"
3,74,BAL,,Anthony Servideo,SS,21,/,"CO
                    
                    
                    Mississippi","$844,200","$950,000","-$105,800"
3,75,MIA,,Zach McCambley,P,21,/,"CO
                    
                    
                    Coastal Carolina (SC)","$831,100","$775,000","$56,100"
3,76,KC,,Tyler Gentry,OF,21,/,"CO
                    
                    
                    Alabama","$818,200","$750,000","$68,200"
3,77,TOR,,Trent Palmer,P,21,/,"CO
                    
                    
                    Jacksonville","$805,600","$850,000","-$44,400"
3,78,SEA,,Kaden Polcovich,2B,21,L / R,"CO
                    
                    
                    Oklahoma State","$793,000","$575,000","$218,000"
3,79,PIT,,Nick Garcia,P,21,L / R,"CO
                    
                    
                    Chapman (CA)","$780,400","$1,200,000","-$419,600"
3,80,SD,,Cole Wilcox,P,21,R / R,"CO
                    
                    
                    Georgia","$767,800","$3,300,000","-$2,532,200"
3,81,COL,,Sam Weatherly,P,21,/,"CO
                    
                    
                    Clemson","$755,300","$755,300",
3,82,LAA,,David Calabrese,OF,17,/,"HS
                    
                    
                    St. Elizabeth Catholic HS (ON)","$744,200","$744,200",
3,83,CHW,,Adisyn Coffey,P,21,/,"JC
                    
                    
                    Wabash Valley JC (IL)","$733,100","$50,000","$683,100"
3,84,CIN,,Bryce Bonnin,P,21,/,"CO
                    
                    
                    Texas Tech","$721,900","$700,000","$21,900"
3,85,SF,,Kyle Harrison,P,18,/,"HS
                    
                    
                    De La Salle HS (CA)","$710,700","$2,500,000","-$1,789,300"
3,86,TEX,,Tekoah Roby,P,18,/,"HS
                    
                    
                    Pine Forest HS (FL)","$699,700","$775,000","-$75,300"
3,87,PHI,,Casey Martin,SS,21,/,"CO
                    
                    
                    Arkansas","$689,300","$1,300,000","-$610,700"
3,88,CHC,,Jordan Nwogu,OF,21,/,"CO
                    
                    
                    Michigan","$678,600","$678,600",
3,89,BOS,,Blaze Jordan,3B,17,/,"HS
                    
                    
                    DeSoto Central HS (MS)","$667,900","$1,750,000","-$1,082,100"
3,90,ARI,,Liam Norris,P,18,/,"HS
                    
                    
                    Green Hope HS (NC)","$657,600","$800,000","-$142,400"
3,91,NYM,,Anthony Walters,SS,22,/,"CO
                    
                    
                    San Diego State (CA)","$647,300","$20,000","$627,300"
3,92,MIL,,Zavier Warren,C,21,/,"CO
                    
                    
                    Central Michigan","$637,600","$575,000","$62,600"
3,93,STL,,Levi Prater,P,21,/,"CO
                    
                    
                    Oklahoma","$627,900","$575,000","$52,900"
3,94,WSH,,Holden Powell,P,20,/,"CO
                    
                    
                    California-Los Angeles","$618,200","$500,000","$118,200"
3,95,CLE,,Petey Halpin,OF,18,/,"HS
                    
                    
                    Mira Costa HS (CA)","$610,800","$1,525,000","-$914,200"
3,96,TB,,Hunter Barnhart,P,18,/,"HS
                    
                    
                    St. Joseph HS (CA)","$604,800","$585,000","$19,800"
3,97,ATL,,Jesse Franklin,OF,21,/,"CO
                    
                    
                    Michigan","$599,100","$497,500","$101,600"
3,98,OAK,,Michael Guldberg,OF,21,/,"CO
                    
                    
                    Georgia Tech","$593,100","$300,000","$293,100"
3,99,NYY,,Trevor Hauver,2B,21,/,"CO
                    
                    
                    Arizona State","$587,400","$587,400",
3,100,LAD,,Jake Vogel,OF,18,/,"HS
                    
                    
                    Huntington Beach HS (CA)","$581,600","$1,622,500","-$1,040,900"
3,101,HOU,,Tyler Brown,P,21,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$577,000","$577,000",
4,102,DET,,Gage Workman,3B,20,/,"CO
                    
                    
                    Arizona State","$571,400","$1,000,000","-$428,600"
4,103,BAL,,Coby Mayo,3B,18,/,"HS
                    
                    
                    Stoneman Douglas HS (FL)","$565,600","$1,750,000","-$1,184,400"
4,104,MIA,,Jake Eder,P,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$560,000","$700,000","-$140,000"
4,105,KC,,Christian Chamberlain,P,21,/,"CO
                    
                    
                    Oregon State","$554,300","$450,000","$104,300"
4,106,TOR,,Nick Frasso,P,21,/,"CO
                    
                    
                    Loyola Marymount","$549,000","$459,000","$90,000"
4,107,SEA,,Tyler Keenan,3B,21,L / R,"CO
                    
                    
                    Mississippi","$543,500","$500,000","$43,500"
4,108,PIT,,Jack Hartman,P,22,/,"CO
                    
                    
                    Appalachian State (NC)","$538,200","$60,000","$478,200"
4,109,SD,,Levi Thomas,P,22,/,"CO
                    
                    
                    Troy (AL)","$533,000","$80,000","$453,000"
4,110,COL,,Case Williams,P,18,/,"HS
                    
                    
                    Douglas County HS (CO)","$527,800","$450,000","$77,800"
4,111,LAA,,Werner Blakely,SS,18,/,"HS
                    
                    
                    Detroit Edison HS (MI)","$522,600","$900,000","-$377,400"
4,112,CHW,,Kade Mechals,P,22,/,"CO
                    
                    
                    Grand Canyon (AZ)","$517,400","$10,000","$507,400"
4,113,CIN,,Mac Wainwright,OF,17,/,"HS
                    
                    
                    St. Edward HS (OH)","$512,400","$512,400",
4,114,SF,,R.J. Dabovich,P,21,/,"CO
                    
                    
                    Arizona State","$507,400","$200,000","$307,400"
4,115,TEX,,Dylan MacLean,P,18,/,"HS
                    
                    
                    Central Catholic HS (OR)","$502,300","$1,200,000","-$697,700"
4,116,PHI,,Carson Ragsdale,P,22,/,"CO
                    
                    
                    South Florida","$497,500","$225,000","$272,500"
4,117,CHC,,Luke Little,P,19,/,"JC
                    
                    
                    San Jacinto JC (TX)","$492,700","$492,700",
4,118,BOS,,Jeremy Wu-Yelland,P,21,/,"CO
                    
                    
                    Hawaii","$487,900","$200,000","$287,900"
4,119,ARI,,A.J. Vukovich,3B,19,R / R,"HS
                    
                    
                    East Troy HS (WI)","$483,000","$1,250,000","-$767,000"
4,120,NYM,,Matthew Dyer,C,22,/,"CO
                    
                    
                    Arizona","$478,300","$350,000","$128,300"
4,121,MIL,,Joey Wiemer,OF,21,/,"CO
                    
                    
                    Cincinnati","$473,700","$150,000","$323,700"
4,122,STL,,Ian Bedell,P,20,/,"CO
                    
                    
                    Missouri","$469,000","$800,000","-$331,000"
4,123,WSH,,Brady Lindsly,C,22,/,"CO
                    
                    
                    Oklahoma","$464,500","$20,000","$444,500"
4,124,CLE,,Milan Tolentino,SS,18,/,"HS
                    
                    
                     Santa Margarita HS (CA)","$460,000","$800,000","-$340,000"
4,125,TB,,Tanner Murray,SS,20,/,"CO
                    
                    
                    California-Davis","$455,600","$455,600",
4,126,ATL,,Spencer Strider,P,21,R / R,"CO
                    
                    
                    Clemson","$451,800","$451,800",
4,127,OAK,,Dane Acker,P,21,/,"CO
                    
                    
                    Oklahoma","$447,400","$447,400",
4,128,MIN,,Marco Raya,P,17,/,"HS
                    
                    
                    United South HS (TX)","$442,900","$410,000","$32,900"
4,129,NYY,,Beck Way,P,20,/,"JC
                    
                    
                    Northwest Florida State JC","$438,700","$600,000","-$161,300"
4,130,LAD,,Carson Taylor,C,21,L / R,"CO
                    
                    
                    Virginia Tech","$434,300","$400,000","$34,300"
4,131,HOU,,Zach Daniels,OF,21,/,"CO
                    
                    
                    Tennessee","$430,800","$400,000","$30,800"
5,132,DET,,Colt Keith,3B,18,L / R,"HS
                    
                    
                    Biloxi HS (MS)","$426,600","$500,000","-$73,400"
5,133,BAL,,Carter Baumler,P,18,/,"HS
                    
                    
                    Dowling Catholic HS (IA)","$422,300","$1,500,000","-$1,077,700"
5,134,MIA,,Kyle Hurt,P,22,/,"CO
                    
                    
                    Southern California","$418,200","$300,000","$118,200"
5,135,KC,,Will Klein,P,20,/,"CO
                    
                    
                    Eastern Illinois","$414,000","$200,000","$214,000"
5,136,TOR,,Zach Britton,OF,21,/,"CO
                    
                    
                    Louisville","$410,100","$97,500","$312,600"
5,137,SEA,,Taylor Dollard,P,21,/,"CO
                    
                    
                    California State Poly-San Luis Obis...","$406,000","$406,000",
5,138,PIT,,Logan Hofmann,P,20,/,"CO
                    
                    
                    Northwestern State (LA)","$402,000","$125,000","$277,000"
5,139,SD,,Jagger Haynes,P,17,/,"HS
                    
                    
                    West Columbus HS (NC)","$398,000","$300,000","$98,000"
5,140,COL,,Jack Blomgren,SS,21,/,"CO
                    
                    
                    Michigan","$394,300","$394,300",
5,141,LAA,,Adam Seminaris,P,21,R / L,"CO
                    
                    
                    California State-Long Beach","$390,400","$140,000","$250,400"
5,142,CHW,,Bailey Horn,P,22,/,"CO
                    
                    
                    Auburn (AL)","$386,600","$150,000","$236,600"
5,143,CIN,,Joe Boyle,P,20,/,"CO
                    
                    
                    Notre Dame","$382,700","$500,000","-$117,300"
5,144,SF,,Ryan Murphy,P,20,/,"CO
                    
                    
                    Le Moyne","$379,000","$25,000","$354,000"
5,145,TEX,,Thomas Saggese,SS,18,/,"HS
                    
                    
                    Carlsbad HS (CA)","$375,200","$800,000","-$424,800"
5,146,PHI,,Baron Radcliff,OF,21,/,"CO
                    
                    
                    Georgia Tech","$371,600","$100,000","$271,600"
5,147,CHC,,Koen Moreno,P,18,/,"HS
                    
                    
                    Panther Creek HS (NC)","$367,900","$900,000","-$532,100"
5,148,BOS,,Shane Drohan,P,21,/,"CO
                    
                    
                    Florida State","$364,400","$600,000","-$235,600"
5,149,ARI,,Brandon Pfaadt,P,21,R / R,"CO
                    
                    
                    Bellarmine (KY)","$360,800","$100,000","$260,800"
5,150,NYM,,Eric Orze,P,22,/,"CO
                    
                    
                    New Orleans (LA)","$357,100","$20,000","$337,100"
5,151,MIL,,Hayden Cantrelle,SS,21,/,"CO
                    
                    
                    Louisiana-Lafayette","$353,700","$300,000","$53,700"
5,152,STL,,LJ Jones IV,OF,21,/,"CO
                    
                    
                    California State-Long Beach","$350,300","$100,000","$250,300"
5,153,WSH,,Mitchell Parker,P,20,/,"JC
                    
                    
                    San Jacinto JC (TX)","$346,800","$100,000","$246,800"
5,154,CLE,,Mason Hickman,P,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$343,400","$340,000","$3,400"
5,155,TB,,Jeff Hakanson,P,21,/,"CO
                    
                    
                    Central Florida","$340,000","$340,000",
5,156,ATL,,Bryce Elder,P,21,/,"CO
                    
                    
                    Texas","$336,600","$847,500","-$510,900"
5,157,OAK,,Stevie Emanuels,P,21,/,"CO
                    
                    
                    Washington","$333,300","$400,000","-$66,700"
5,158,MIN,,Kala'i Rosario,OF,18,/,"HS
                    
                    
                    Waiakea HS (HI)","$330,100","$270,000","$60,100"
5,159,LAD,,Gavin Stone,P,21,/,"CO
                    
                    
                    Central Arkansas","$327,200","$100,000","$227,200"
5,160,HOU,,Shay Whitcomb,SS,21,/,"CO
                    
                    
                    California-San Diego","$324,100","$56,000","$268,100"
