Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
2,68,CHW,Comp. Bal.                   SEA > CHW,Blake Larson,P,18,L / L,"HS
                    
                    
                    IMG Academy (FL)","$1,197,200","$1,397,500","-$200,300"
2,69,MIN,Comp. Bal.,Dasan Hill,P,18,R / L,"HS
                    
                    
                    Grapevine HS (TX)","$1,168,000","$1,997,500","-$829,500"
2,70,MIA,Comp. Bal.,Aiden May,P,21,R / R,"CO
                    
                    
                    Oregon State","$1,139,100","$900,000","$239,100"
2,71,CIN,Comp. Bal.,Luke Holman,P,21,R / R,"CO
                    
                    
                    Louisiana State","$1,110,600","$997,500","$113,100"
2,72,DET,Comp. Bal.,Ethan Schiefelbein,P,18,L / L,"HS
                    
                    
                    Corona HS (CA)","$1,093,600","$1,797,500","-$703,900"
2,73,OAK,Comp. Bal.,Gage Jump,P,21,L / L,"CO
                    
                    
                    Louisiana State","$1,076,900","$2,000,000","-$923,100"
2,74,LAA,Comp.,Ryan Johnson,P,21,S / R,"CO
                    
                    
                    Dallas Baptist (TX)","$1,060,300","$1,747,500","-$687,200"
2,,HOU,,Forfeit,,-1,/,,-,-,
2,,STL,,Forfeit,,-1,/,,-,-,
2,,LAD,,Forfeit,,-1,/,,-,-,
2,,SF,,Forfeit,,-1,/,,-,-,
3,75,OAK,,Joshua Kuroda-Grauer,SS,21,R / R,"CO
                    
                    
                    Rutgers (NJ)","$1,043,900","$1,043,900",
3,76,KC,,Drew Beam,P,21,R / R,"CO
                    
                    
                    Tennessee","$1,027,700","$1,097,500","-$69,800"
3,77,COL,,Cole Messina,C,21,R / R,"CO
                    
                    
                    South Carolina","$1,011,900","$1,011,900",
3,78,CHW,,Nick McLain,OF,21,S / L,"CO
                    
                    
                    Arizona State","$996,100","$800,000","$196,100"
3,79,WSH,,Kevin Bazzell,C,21,R / R,"CO
                    
                    
                    Texas Tech","$980,300","$980,300",
3,80,STL,,Brian Holiday,P,21,R / R,"CO
                    
                    
                    Oklahoma State","$964,500","$800,000","$164,500"
3,81,LAA,,Ryan Prager,P,21,L / L,"CO
                    
                    
                    Texas A&M","$948,600",Unsigned,
3,82,NYM,,Nate Dohm,P,21,R / R,"CO
                    
                    
                    Mississippi State","$934,800","$797,500","$137,300"
3,83,PIT,,Josh Hartle,P,21,L / L,"CO
                    
                    
                    Wake Forest (NC)","$920,800","$850,000","$70,800"
3,84,CLE,,Joey Oakie,P,18,R / R,"HS
                    
                    
                    Arkeny Centennial HS (IA)","$906,800","$2,000,000","-$1,093,200"
3,85,DET,,Josh Randall,P,21,R / R,"CO
                    
                    
                    San Diego (CA)","$892,600","$697,500","$195,100"
3,86,BOS,,Brandon Neely,P,21,R / R,"CO
                    
                    
                    Florida","$878,800","$700,000","$178,800"
3,87,CIN,,Mike Sirota,OF,21,R / R,"CO
                    
                    
                    Northeastern (MA)","$865,800","$863,300","$2,500"
3,88,SD,,Cobb Hightower,SS,19,R / R,"HS
                    
                    
                    East Rowan HS (NC)","$852,300","$852,300",
3,89,NYY,,Thatcher Hurd,P,21,R / R,"CO
                    
                    
                    Louisiana State","$838,900","$836,400","$2,500"
3,90,CHC,,Ronny Cruz,SS,17,R / R,"HS
                    
                    
                    Miami Christian School (FL)","$826,000","$620,000","$206,000"
3,91,SEA,,Hunter Cranton,P,23,R / R,"CO
                    
                    
                    Kansas","$812,900","$50,000","$762,900"
3,92,MIA,,Gage Miller,2B,21,R / R,"CO
                    
                    
                    Alabama","$800,800","$800,800",
3,93,MIL,,Jaron DeBerry,P,21,R / R,"CO
                    
                    
                    Dallas Baptist (TX)","$788,700","$25,000","$763,700"
3,94,TB,,Nathan Flewelling,C,17,L / R,"HS
                    
                    
                    St. Joseph HS (AB)","$776,500","$774,000","$2,500"
3,95,TOR,,Johnny King,P,17,L / L,"HS
                    
                    
                    Naples HS (FL)","$767,200","$1,247,500","-$480,300"
3,96,MIN,,Khadim Diaw,C,20,R / R,"CO
                    
                    
                    Loyola Marymount (CA)","$759,700","$597,500","$162,200"
3,97,BAL,,Austin Overn,OF,21,L / R,"CO
                    
                    
                    Southern California","$752,500","$847,500","-$95,000"
3,98,LAD,,Chase Harlan,3B,18,R / R,"HS
                    
                    
                    Central Bucks East HS (PA)","$745,000","$1,747,500","-$1,002,500"
3,99,ATL,,Luke Sinnard,P,21,R / R,"CO
                    
                    
                    Indiana","$737,800","$735,300","$2,500"
3,100,PHI,,John Spikerman,SS,21,S / R,"CO
                    
                    
                    Oklahoma","$730,500","$672,500","$58,000"
3,101,HOU,,Ryan Forcucci,P,21,R / R,"CO
                    
                    
                    California-San Diego","$724,800","$997,500","-$272,700"
3,102,ARI,,Daniel Eagen,P,21,R / R,"CO
                    
                    
                    Presbyterian (SC)","$717,700","$650,000","$67,700"
3,103,TEX,,Casey Cook,OF,21,L / R,"CO
                    
                    
                    North Carolina","$710,400","$700,000","$10,400"
3,,SF,,Forfeit,,-1,/,,-,-,
4,104,OAK,,Rodney Green,OF,21,L / L,"CO
                    
                    
                    California","$703,400","$1,000,000","-$296,600"
4,105,KC,,L.P. Langevin,P,21,L / R,"CO
                    
                    
                    Louisiana-Lafayette","$696,300","$597,500","$98,800"
4,106,COL,,Blake Wright,3B,22,R / R,"CO
                    
                    
                    Clemson (SC)","$689,600","$250,000","$439,600"
4,107,CHW,,Casey Saucke,OF,20,R / R,"CO
                    
                    
                    Virginia","$682,800","$847,500","-$164,700"
4,108,WSH,,Jackson Kent,P,21,L / L,"CO
                    
                    
                    Arizona","$676,000","$625,000","$51,000"
4,109,STL,,Ryan Campos,C,21,L / R,"CO
                    
                    
                    Arizona State","$669,300","$669,300",
4,110,LAA,,Austin Gordon,P,21,R / R,"CO
                    
                    
                    Clemson (SC)","$662,900","$572,500","$90,400"
4,111,NYM,,Eli Serrano II,OF,21,L / L,"CO
                    
                    
                    North Carolina State","$656,400","$697,500","-$41,100"
4,112,PIT,,Eddie Rynders,SS,18,L / R,"HS
                    
                    
                    Wisconsin Lutheran HS (WI)","$649,700","$647,200","$2,500"
4,113,CLE,,Rafe Schlesinger,P,21,L / L,"CO
                    
                    
                    Miami (FL)","$643,500","$466,900","$176,600"
4,114,DET,,Michael Massey,P,21,R / R,"CO
                    
                    
                    Wake Forest (NC)","$637,200","$522,500","$114,700"
4,115,BOS,,Zach Ehrhard,OF,21,R / R,"CO
                    
                    
                    Oklahoma State","$630,900","$500,000","$130,900"
4,116,SF,,Dakota Jordan,OF,21,R / R,"CO
                    
                    
                    Mississippi State","$624,800","$1,997,500","-$1,372,700"
4,117,CIN,,Peyton Stovall,2B,21,L / R,"CO
                    
                    
                    Arkansas","$618,800","$625,000","-$6,200"
4,118,SD,,Tyson Neighbors,P,21,R / R,"CO
                    
                    
                    Kansas State","$612,900","$600,000","$12,900"
4,119,NYY,,Gage Ziehl,P,21,R / R,"CO
                    
                    
                    Miami (FL)","$606,700","$637,000","-$30,300"
4,120,CHC,,Ty Southisene,SS,19,R / R,"HS
                    
                    
                    Basic HS (NV)","$600,800","$1,000,000","-$399,200"
4,121,SEA,,Josh Caron,C,20,R / R,"CO
                    
                    
                    Nebraska","$594,900","$594,000",$900
4,122,MIA,,Fenwick Trimble,OF,21,R / R,"CO
                    
                    
                    James Madison (VA)","$589,000","$550,000","$39,000"
4,123,MIL,,Marco Dinges,C,20,R / R,"CO
                    
                    
                    Florida State","$583,400","$500,000","$83,400"
4,124,TB,,Nate Knowles,P,20,R / R,"CO
                    
                    
                    William & Mary (VA)","$577,700","$397,500","$180,200"
4,125,TOR,,Sean Keys,3B,21,L / R,"CO
                    
                    
                    Bucknell (PA)","$572,200","$569,700","$2,500"
4,126,MIN,,Jaime Ferrer,OF,21,R / R,"CO
                    
                    
                    Florida State","$567,400","$425,550","$141,850"
4,127,BAL,,Chase Allsup,P,21,R / R,"CO
                    
                    
                    Auburn (AL)","$562,000","$522,500","$39,500"
4,128,LAD,,Jakob Wright,P,21,L / L,"CO
                    
                    
                    Cal Poly-San Luis Obispo","$556,300","$553,800","$2,500"
4,129,ATL,,Herick Hernandez,P,20,L / L,"CO
                    
                    
                    Miami (FL)","$551,100","$472,500","$78,600"
4,130,PHI,,Carson DeMartini,SS,21,L / R,"CO
                    
                    
                    Virginia Tech","$545,400","$542,900","$2,500"
4,131,HOU,,Parker Smith,P,21,R / R,"CO
                    
                    
                    Rice (TX)","$541,100","$447,500","$93,600"
4,132,ARI,,Tytus Cissell,SS,18,S / R,"HS
                    
                    
                    Francis Howell HS (MO)","$535,800","$800,000","-$264,200"
4,133,TEX,,David Hagaman,P,21,R / R,"CO
                    
                    
                    West Virginia","$530,400","$515,000","$15,400"
4,134,SD,Comp.,Kavares Tears,OF,21,L / L,"CO
                    
                    
                    Tennessee","$525,200","$525,200",
4,135,SD,Comp.,Clark Candiotti,P,23,R / R,"CO
                    
                    
                    Arizona","$520,000","$80,000","$440,000"
4,136,TOR,Comp.,Nick Mitchell,OF,20,L / R,"CO
                    
                    
                    Indiana","$515,100","$467,500","$47,600"
5,137,OAK,,Sam Stuhr,P,21,R / R,"CO
                    
                    
                    Portland (OR)","$510,000","$510,000",
5,138,KC,,A.J. Causey,P,21,R / R,"CO
                    
                    
                    Tennessee","$505,000","$477,500","$27,500"
5,139,COL,,Lebarron Johnson Jr.,P,22,R / R,"CO
                    
                    
                    Texas","$500,000","$500,000",
5,140,CHW,,Sam Antonacci,INF,21,L / R,"CO
                    
                    
                    Coastal Carolina (SC)","$495,400","$572,500","-$77,100"
5,141,WSH,,Randal Diaz,SS,21,R / R,"CO
                    
                    
                    Indiana State","$490,500","$420,000","$70,500"
5,142,STL,,Braden Davis,SS,21,L / L,"CO
                    
                    
                    Oklahoma","$485,700","$485,700",
5,143,LAA,,Dylan Jordan,P,18,R / R,"HS
                    
                    
                    Viera HS (FL)","$480,800","$1,247,500","-$766,700"
5,144,NYM,,Trey Snyder,SS,18,R / R,"HS
                    
                    
                    Liberty North HS (MO)","$476,200","$1,322,500","-$846,300"
5,145,PIT,,Will Taylor,OF,21,R / R,"CO
                    
                    
                    Clemson (SC)","$471,400","$497,500","-$26,100"
5,146,CLE,,Aidan Major,P,21,L / R,"CO
                    
                    
                    West Virginia","$466,900","$425,000","$41,900"
5,147,DET,,Jack Penney,SS,21,L / R,"CO
                    
                    
                    Notre Dame (IN)","$462,300","$397,500","$64,800"
5,148,BOS,,Brandon Clarke,P,21,L / L,"JC
                    
                    
                    State JC of Florida","$457,900","$400,000","$57,900"
5,149,SF,,Jakob Christian,OF,21,R / R,"CO
                    
                    
                    San Diego (CA)","$453,300","$397,500","$55,800"
5,150,CIN,,Tristian Smith,P,21,R / L,"CO
                    
                    
                    Clemson (SC)","$448,700","$600,000","-$151,300"
5,151,SD,,Kale Fountain,3B,18,R / R,"HS
                    
                    
                    Norris HS (NE)","$444,200","$1,700,000","-$1,255,800"
5,152,NYY,,Greysen Carter,P,21,S / R,"CO
                    
                    
                    Vanderbilt (TN)","$440,100","$440,100",
5,153,CHC,,Ariel Armas,C,21,R / R,"CO
                    
                    
                    San Diego (CA)","$435,600","$375,000","$60,600"
5,154,SEA,,Charlie Beilenson,P,24,R / R,"CO
                    
                    
                    Duke (NC)","$431,400","$25,000","$406,400"
5,155,MIA,,Grant Shepardson,P,18,R / R,"HS
                    
                    
                    Mountain Vista HS (CO)","$427,000","$897,500","-$470,500"
5,156,MIL,,John Holobetz,P,21,R / R,"CO
                    
                    
                    Old Dominion (VA)","$422,900","$322,500","$100,400"
5,157,TB,,Jacob Kmatz,P,21,R / R,"CO
                    
                    
                    Oregon State","$418,600","$397,500","$21,100"
5,158,TOR,,Jackson Wentworth,P,21,R / R,"CO
                    
                    
                    Kansas State","$414,600","$412,100","$2,500"
5,159,MIN,,Caden Kendle,OF,22,R / R,"CO
                    
                    
                    California-Irvine","$411,000","$147,500","$263,500"
5,160,BAL,,Ryan Stafford,C,21,R / R,"CO
                    
                    
                    Cal Poly-San Luis Obispo","$407,100","$404,500","$2,600"
5,161,ATL,,Nick Montgomery,C,18,R / R,"HS
                    
                    
                    Cypress HS (CA)","$403,400","$997,500","-$594,100"
5,162,PHI,,Carter Mathison,OF,21,L / L,"CO
                    
                    
                    Indiana","$399,600","$447,500","-$47,900"
5,163,HOU,,Cole Hertzler,P,21,R / R,"CO
                    
                    
                    Liberty (VA)","$396,200","$393,700","$2,500"
5,164,ARI,,Connor Foley,P,21,R / R,"CO
                    
                    
                    Indiana","$392,300","$1,000,000","-$607,700"
5,165,TEX,,Devin Fitz-Gerald,SS,18,S / R,"HS
                    
                    
                    Stoneman Douglas HS (FL)","$388,700","$900,000","-$511,300"
5,,LAD,,Forfeit,,-1,/,,-,-,
6,166,OAK,,Josiah Romeo,P,18,R / R,"HS
                    
                    
                    Mayfield SS (ON)","$385,500","$550,000","-$164,500"
6,167,KC,,Tanner Jones,P,21,R / R,"CO
                    
                    
                    Texas A&M","$382,100","$379,600","$2,500"
6,168,COL,,Konner Eaton,P,21,R / L,"CO
                    
                    
                    George Mason (VA)","$378,900","$378,900",
6,169,CHW,,Jackson Appel,C,22,S / R,"CO
                    
                    
                    Texas A&M","$375,700","$122,500","$253,200"
6,170,WSH,,Davian Garcia,P,20,R / R,"CO
                    
                    
                    Florida Gulf Coast","$372,300","$425,000","-$52,700"
6,171,STL,,Josh Kross,C,21,S / R,"CO
                    
                    
                    Cincinnati (OH)","$369,100","$369,100",
6,172,LAA,,Peyton Olejnik,P,21,L / R,"CO
                    
                    
                    Miami (OH)","$366,100","$197,500","$168,600"
6,173,NYM,,Corey Collins,1B,22,L / R,"CO
                    
                    
                    Georgia","$363,100","$272,500","$90,600"
6,174,PIT,,Matt Ager,P,21,R / R,"CO
                    
                    
                    California-Santa Barbara","$359,900","$357,400","$2,500"
6,175,CLE,,Caden Favors,P,22,R / L,"CO
                    
                    
                    Wichita State (KS)","$357,000","$75,000","$282,000"
6,176,DET,,Woody Hadeen,SS,22,S / R,"CO
                    
                    
                    California-Irvine","$354,100","$297,500","$56,600"
6,177,BOS,,Blake Aita,P,21,R / R,"CO
                    
                    
                    Kennesaw State (GA)","$351,100","$300,000","$51,100"
6,178,SF,,Robert Hipwell,3B,21,L / R,"CO
                    
                    
                    Santa Clara (CA)","$348,200","$345,700","$2,500"
6,179,CIN,,Jacob Friend,C,21,L / R,"CO
                    
                    
                    Davidson (NC)","$345,100","$272,500","$72,600"
6,180,SD,,Darrien McDowell,OF,22,R / L,"CO
                    
                    
                    West Florida","$342,300","$50,000","$292,300"
6,181,NYY,,Griffin Herring,P,21,R / L,"CO
                    
                    
                    Louisiana State","$339,600","$797,500","-$457,900"
6,182,CHC,,Ryan Gallagher,P,21,L / R,"CO
                    
                    
                    California-Santa Barbara","$337,000","$300,000","$37,000"
6,183,SEA,,Grant Knipp,TWP,22,R / R,"CO
                    
                    
                    Campbell (NC)","$334,200","$275,000","$59,200"
6,184,MIA,,Payton Green,SS,21,R / R,"CO
                    
                    
                    Georgia Tech","$331,300","$328,800","$2,500"
6,185,MIL,,Chandler Welch,P,21,R / R,"CO
                    
                    
                    Tulane (LA)","$328,700","$237,500","$91,200"
6,186,TB,,Janzen Keisel,P,21,R / R,"CO
                    
                    
                    Oklahoma State","$326,000","$272,500","$53,500"
6,187,TOR,,Aaron Parker,C,21,R / R,"CO
                    
                    
                    California-Santa Barbara","$323,400","$297,500","$25,900"
6,188,MIN,,Derek Bender,C,21,R / R,"CO
                    
                    
                    Coastal Carolina (SC)","$320,800","$297,500","$23,300"
6,189,BAL,,DJ Layton,SS,17,S / R,"HS
                    
                    
                    Charlotte Christian HS (NC)","$318,300","$715,800","-$397,500"
6,190,LAD,,Brooks Auger,P,22,R / R,"CO
                    
                    
                    Mississippi State","$315,500","$197,500","$118,000"
6,191,ATL,,Ethan Bagwell,P,18,R / R,"HS
                    
                    
                    Collinsville HS (IL)","$312,800","$822,500","-$509,700"
6,192,PHI,,Kodey Shojinaga,C,21,R / R,"CO
                    
                    
                    Kansas","$310,300","$257,500","$52,800"
6,193,HOU,,Caden Powell,SS,20,R / R,"JC
                    
                    
                    Seminole State JC (OK)","$307,600","$422,500","-$114,900"
6,194,ARI,,Mason Marriott,P,21,L / R,"CO
                    
                    
                    Baylor (TX)","$305,200","$241,000","$64,200"
6,195,TEX,,Garrett Horn,P,21,L / L,"CO
                    
                    
                    Liberty (VA)","$302,700","$250,000","$52,700"
7,196,OAK,,Dylan Fien,C,18,S / R,"HS
                    
                    
                    Great Oak HS (CA)","$300,200","$550,000","-$249,800"
7,197,KC,,Dennis Colleran,P,20,R / R,"CO
                    
                    
                    Northeastern (MA)","$297,700","$247,500","$50,200"
7,198,COL,,Fidel Ulloa,P,21,R / R,"CO
                    
                    
                    Louisiana State","$295,300","$295,300",
7,199,CHW,,Phil Fox,P,21,R / R,"CO
                    
                    
                    Pittsburgh (PA)","$292,700","$197,500","$95,200"
7,200,WSH,,Robert Cranz,P,21,R / R,"CO
                    
                    
                    Oklahoma State","$290,300","$190,000","$100,300"
7,201,STL,,Andrew Dutkanych IV,SP,20,R / R,"CO
                    
                    
                    Vanderbilt (TN)","$288,700","$300,000","-$11,300"
7,202,LAA,,Bridger Holmes,P,21,R / R,"CO
                    
                    
                    Oregon State","$286,200","$215,000","$71,200"
7,203,NYM,,Will Watson,P,21,R / R,"CO
                    
                    
                    Southern California","$283,800","$281,300","$2,500"
7,204,PIT,,Connor Wietgrefe,P,22,R / L,"CO
                    
                    
                    Minnesota","$281,500","$247,500","$34,000"
7,205,CLE,,Cameron Sullivan,P,18,R / R,"HS
                    
                    
                    Mt. Vernon HS (IN)","$279,100","$525,000","-$245,900"
7,206,DET,,Jackson Strong,OF,20,L / L,"CO
                    
                    
                    Canisius College (NY)","$276,700","$222,500","$54,200"
7,207,BOS,,Will Turner,OF,21,L / L,"CO
                    
                    
                    South Alabama","$274,600","$250,000","$24,600"
7,208,SF,,Greg Farone,P,22,L / L,"CO
                    
                    
                    Alabama","$272,200","$204,150","$68,050"
7,209,CIN,,Myles Smith,OF,22,L / R,"CO
                    
                    
                    California-Irvine","$270,000","$247,500","$22,500"
7,210,SD,,Kai Roberts,OF,23,L / R,"CO
                    
                    
                    Utah","$268,000","$10,000","$258,000"
7,211,NYY,,Wyatt Parliament,P,22,R / R,"CO
                    
                    
                    Virginia Tech","$265,800","$199,350","$66,450"
7,212,CHC,,Ivan Brethowr,OF,21,R / R,"CO
                    
                    
                    California-Santa Barbara","$263,600","$245,000","$18,600"
